,Unnamed: 0,id,signal,preference,max_positions,date,signal_n,fast_lookback,slow_lookback,preference_n,percent_return,spy_percent_return,spy_cagr,cagr,excess_cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,r_squared,pure_profit_score,jensens_alpha,alpha,beta,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_return_per_trade,average_return_per_day,final_equity,A_score,W_score,P_score,V_score,edge_score
13,13,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,50,15,-0.0275268760279672,1.840024706609018,0.1101665342884345,-0.0027908255701766,-0.1129573598586112,0.1507429695933283,-0.018513009042141,-0.0261866498487846,-0.0093522666215946,0.5156242702665745,-0.0001512828945098,-0.0002816643126442,-0.0002816643126442,0.6519108962192696,3337.9412134419763,0.2984116774143854,-0.3823213219297425,3772,2516,1.4992050874403815,3.087486744432662,4.730300568643379,1545,2227,0.4095970307529162,0.0221723748839831,-0.0143037675569821,0.0006367520801576,-1.109854468783098e-05,9724.731239720328,4.718335687355781,2.034911324870586,-0.1291065632478639,4.69971279024182,15.95399143919623
14,14,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,50,25,-0.3478406649758466,1.840024706609018,0.1101665342884345,-0.0418964020450902,-0.1520629363335248,0.147386877604169,-0.2848222752707829,-0.3833289907130172,-0.0828032434408361,0.5473273531780151,-0.025848240561198,-0.0004453404141626,-0.0004453404141626,0.6634952221914805,6299.163261420777,0.5059753737186118,-1.1326362803044194,3792,2516,1.507154213036566,3.0482594936708862,4.733415233415234,1557,2235,0.4106012658227848,0.0204231863494108,-0.01411169821418,6.836910267412965e-05,-0.0001699667467354,6521.593350241534,4.554659585837349,2.0109649394845586,-2.00668812760778,5.1480004034791085,8.38453772290973
15,15,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,50,35,-0.2389874237903612,1.840024706609018,0.1101665342884345,-0.026973759517045,-0.1371402938054796,0.1471563072614214,-0.1834839792102633,-0.2524789823341102,-0.056654840236913,0.5326253320617438,-0.0166772474163963,-0.0003817144092858,-0.0003817144092858,0.6580742982049593,6422.100397991508,0.4761068852060854,-0.919572990225994,3790,2516,1.5063593004769475,3.028496042216359,4.711822660098522,1546,2244,0.4079155672823219,0.0208929466301618,-0.0139569333415032,0.0002588752168593,-0.0001085906144562,7610.125762096388,4.618285590714178,2.0304196862726624,-1.2684962017426056,5.031239130466148,10.915286913809112
16,16,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,50,45,0.0642600469130969,1.840024706609018,0.1101665342884345,0.0062551413382183,-0.1039113929502162,0.1465685225467652,0.0427188934681282,0.0592133775607588,0.0198150024901768,0.5276640802985191,3.242137156792012e-07,-0.0002476092192613,-0.0002476092192613,0.6562642115776266,4300.972580141572,0.3156770402284486,-0.3170455433340233,3797,2516,1.509141494435612,3.016328680537266,4.715109098394401,1600,2197,0.4213853041875164,0.0209842527361517,-0.0140335474800972,0.0007224389160044,2.4763326461603268e-05,10642.60046913097,4.7523907807386205,2.027558571613333,0.2968219018454646,4.769510327858233,17.37889550065589
17,17,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,50,55,-0.312403075776856,1.840024706609018,0.1101665342884345,-0.0368069797659451,-0.1469735140543797,0.1480261133639671,-0.2491277773323467,-0.3365559136738897,-0.0750500786731795,0.5500456527768522,-0.0260914615061135,-0.0004247210538703,-0.0004247210538703,0.6645070877899081,6443.239465515772,0.4904322609204509,-1.0487449617769735,3846,2516,1.528616852146264,2.9555382215288613,4.718555417185554,1613,2233,0.4193967758710348,0.0200754216770585,-0.0142297901086323,0.0001577051098594,-0.0001489274269145,6875.96924223144,4.575278946129636,1.99626768779094,-1.7841123927745757,5.141664511753819,8.95013895898195
18,18,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,60,5,0.1824100323597139,1.840024706609018,0.1101665342884345,0.016917654084233,-0.0932488802042015,0.1547043697770489,0.1095037459889375,0.1522876457992803,0.0553887551201149,0.6364242827153708,0.0030623087720796,-0.0002232481832709,-0.0002232481832709,0.6984240570883467,3605.306144565475,0.3054348133939063,-0.1969145040700883,4587,2516,1.8231319554848968,2.5345541748419445,4.716430020283975,1896,2691,0.4133420536298234,0.0217880122163509,-0.013924231590476,0.0008371406043667,6.662216935127649e-05,11824.10032359714,4.776751816729091,2.0506751342243588,0.8879791873780329,5.3504826383382085,17.825745800716884
19,19,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,60,15,0.0294030200159574,1.840024706609018,0.1101665342884345,0.002905692280867,-0.1072608420075675,0.1515637064698613,0.0191721581837095,0.0271387458350621,0.0088721237420713,0.513787228008886,0.0001358474163194,-0.0002587695828824,-0.0002587695828824,0.6512514259605388,3846.795275104189,0.3275080877296954,-0.36778615194679,3813,2516,1.5155007949125596,3.052976658798846,4.730190979276717,1564,2249,0.4101757146603724,0.0221725020740791,-0.0142235251480231,0.000705241328601,1.152248190677065e-05,10294.030200159574,4.741230417117538,2.0398002142760787,0.1342375995160616,4.737667594908043,16.926736469260078
20,20,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,60,25,-0.2991873486489108,1.840024706609018,0.1101665342884345,-0.03496926005704,-0.1451357943454746,0.1469016720390257,-0.2384813867495417,-0.3226010998684922,-0.0713274991402111,0.5412834514126614,-0.0182306803881547,-0.0004158021291813,-0.0004158021291813,0.6612562138247888,6284.822515507041,0.4902633693675372,-1.02937578397008,3798,2516,1.509538950715421,3.042654028436019,4.732186732186732,1559,2239,0.4104791995787256,0.0204468111881758,-0.0139417741018515,0.0001740248626436,-0.0001413577283482,7008.126513510892,4.584197870818678,2.0219895034102717,-1.6641217827547825,5.092802890214725,9.52286283409274
21,21,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,60,35,-0.1984731968091291,1.840024706609018,0.1101665342884345,-0.0219074459209684,-0.132073980209403,0.1472198572332412,-0.1489554406068041,-0.2050474835780678,-0.048055218925607,0.5277779041493482,-0.0114363371813325,-0.0003603567089203,-0.0003603567089203,0.656305698171743,6139.1916799342525,0.4558806808243412,-0.8298235856625169,3832,2516,1.523052464228935,2.9945198329853864,4.710591133004926,1566,2266,0.4086638830897703,0.0206892738615835,-0.0137509415945861,0.0003235305881804,-8.796694481332087e-05,8015.268031908708,4.639643291079616,2.0390803734271383,-1.0257523906038035,4.978518581990514,11.884591283686053
22,22,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,60,45,0.0528284080325882,1.840024706609018,0.1101665342884345,0.0051676834682847,-0.1049988508201498,0.1459586400266132,0.035438330654003,0.0491024672816849,0.0170712119454995,0.518614459818153,1.8279098452017398e-07,-0.0002505430852868,-0.0002505430852868,0.6529869681708269,3852.2495314714834,0.3027133331120716,-0.3090784014550838,3856,2516,1.532591414944356,2.9660269709543567,4.7065843621399175,1653,2203,0.4286825726141078,0.020196616829983,-0.0139371617074703,0.0006953942890054,2.0469290074949897e-05,10528.284080325882,4.749456914713106,2.016929948081672,0.2447665607027712,4.7057560701988965,17.320551288316192
23,23,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,60,55,-0.2866109147548515,1.840024706609018,0.1101665342884345,-0.0332491711561255,-0.1434157054445601,0.1478595676276519,-0.2253094481478998,-0.3041483857083457,-0.0712035756552716,0.5438765997753643,-0.0212413085962332,-0.0004091279539961,-0.0004091279539961,0.662215035606557,5944.037535825267,0.4669592903185041,-0.9668857851463936,3868,2516,1.5373608903020668,2.9358841778697,4.712033195020747,1623,2245,0.4195966907962771,0.0200182204428481,-0.0141118976617145,0.000208986951446,-0.000134285608669,7133.8908524514845,4.59087204600389,2.0022546307740865,-1.601734417128601,5.075731521496029,9.636265555179255
24,24,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,70,5,0.2184393410673297,1.840024706609018,0.1101665342884345,0.0199784019564035,-0.090188132332031,0.1549504074699209,0.1291033312307309,0.1798668935359724,0.0684969327855173,0.6277582060998732,0.0061370370857303,-0.0002098304592317,-0.0002098304592317,0.6948510784381718,3528.873156643638,0.2916685630137833,-0.1472723522908214,4612,2516,1.8330683624801272,2.520381613183001,4.713706407137064,1900,2712,0.411968777103209,0.0219282939789991,-0.0138870752589141,0.0008677386075288,7.855698258466267e-05,12184.393410673298,4.790169540768206,2.0557832666816256,1.0386041797675007,5.280121838918425,18.713652331841683
25,25,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,70,15,-0.0248275978138402,1.840024706609018,0.1101665342884345,-0.0025140358661067,-0.1126805701545413,0.1521346458309427,-0.0165247935835735,-0.0233943147578436,-0.0084473931350068,0.5196483821843976,-5.849441110596706e-05,-0.0002811635541117,-0.0002811635541117,0.6533598451019675,3480.6543324950835,0.2976108517654235,-0.3784086871932715,3834,2516,1.5238473767885532,3.035211267605634,4.730487804878049,1559,2275,0.4066249347939489,0.0223251702086887,-0.0142126217851708,0.0006445555018472,-9.996421813341802e-06,9751.724021861595,4.718836445888226,2.0434463804732053,-0.1164342170350622,4.721560087204449,15.99129229009992
26,26,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,70,25,-0.2069642295412768,1.840024706609018,0.1101665342884345,-0.022949851839594,-0.1331163861280286,0.1469887833530594,-0.1563913921626519,-0.2130144690162202,-0.0502974763426863,0.5516167011570823,-0.0098447211061153,-0.0003682384820429,-0.0003682384820429,0.6650932656698247,6068.448725416692,0.4562823725634337,-0.8412121846986658,3800,2516,1.5103338632750398,3.0397368421052637,4.73013923013923,1563,2237,0.4113157894736842,0.0206284906670037,-0.0138591400711852,0.0003261669929698,-9.220157081441522e-05,7930.357704587233,4.631761517957073,2.030994884727886,-1.1049578995753704,5.094174428478986,11.30502810452073
27,27,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,70,35,-0.1491628345322831,1.840024706609018,0.1101665342884345,-0.0160432906855629,-0.1262098249739975,0.146627800496552,-0.1095056535838725,-0.1516055273979155,-0.0378449052446711,0.5305327496696378,-0.007220134752895,-0.0003370348830595,-0.0003370348830595,0.6573096718442247,5812.340506476177,0.4239220730463321,-0.7130468512308159,3859,2516,1.5337837837837838,2.9738274164291267,4.711001642036125,1578,2281,0.408914226483545,0.0207210793724611,-0.0136446816453735,0.0004079669387527,-6.422843484844635e-05,8508.371654677168,4.662965116940454,2.0464855597747262,-0.7535910461049333,4.942147658526848,12.957429233339775
28,28,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,70,45,0.0620251466667687,1.840024706609018,0.1101665342884345,0.0060433712644669,-0.1041231630239676,0.1467994630427981,0.0412032818005738,0.057250576790002,0.0195850356075103,0.525753997784445,1.1764866247177692e-05,-0.0002481569045435,-0.0002481569045435,0.6555698950616962,4107.739931016433,0.3085708591793155,-0.3088170036927646,3878,2516,1.541335453100159,2.9463641052088705,4.702057613168725,1666,2212,0.4296028880866426,0.020181152637342,-0.0139694917149301,0.0007017237288258,2.3927475599743964e-05,10620.251466667689,4.751843095456485,2.014584758264921,0.2886788175691989,4.750699237493817,17.315198987580622
29,29,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,70,55,-0.3502753438794563,1.840024706609018,0.1101665342884345,-0.0422551310211803,-0.1524216653096149,0.1481278223314754,-0.2858215490053323,-0.3851995640542426,-0.0840945777777662,0.5489281287639206,-0.0310294727542347,-0.0004470747482894,-0.0004470747482894,0.664090737584992,6331.025175857754,0.5024715283409416,-1.1293091063627934,3904,2516,1.551669316375199,2.9057377049180326,4.707053941908714,1624,2280,0.415983606557377,0.0199107920603212,-0.0140462859218489,7.93018453243093e-05,-0.0001714539211957,6497.246561205437,4.552925251710505,2.003965527733522,-2.0386235899937986,5.154465210228906,8.25294533614923
30,30,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,80,5,0.1396620094209877,1.840024706609018,0.1101665342884345,0.0131753398738412,-0.0969911944145933,0.1543907982432348,0.0854577852763431,0.118669802374124,0.0442155493246547,0.6216753792807359,0.002246228535718,-0.0002353760545155,-0.0002353760545155,0.6923679668120911,3585.82162750112,0.2979797848286508,-0.2230613433479593,4644,2516,1.8457869634340225,2.501291989664083,4.714285714285714,1907,2737,0.4106373815676141,0.0217989806770912,-0.013837688699775,0.000796059900932,5.198080933701532e-05,11396.620094209877,4.764623945484401,2.056309073916541,0.6800535740140196,5.253787383075517,17.385914924353646
31,31,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,80,15,-0.1170133340065094,1.840024706609018,0.1101665342884345,-0.0123825661244975,-0.1225491004129321,0.1517488225004211,-0.0816004373619208,-0.115019619843366,-0.0373816926608305,0.5215268435724598,-0.0004042785084485,-0.0003209299068238,-0.0003209299068238,0.6540383179775973,3910.2061219161233,0.3312468013914275,-0.5267853771095883,3850,2516,1.5302066772655007,3.0225974025974027,4.730487804878049,1562,2288,0.4057142857142857,0.0220871974189193,-0.0142043412108288,0.0005196544618118,-4.9481184609271205e-05,8829.866659934905,4.679070093176103,2.039298420591312,-0.5740812298373434,4.780324334511446,14.009734548710542
32,32,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,80,25,-0.3003901371890553,1.840024706609018,0.1101665342884345,-0.0351352185553331,-0.1453017528437677,0.1470495039944091,-0.2393313679471119,-0.3248781837973124,-0.0695263498015867,0.5467526037292368,-0.0207452784366957,-0.0004173257568866,-0.0004173257568866,0.6632816463751385,6494.798318194255,0.5053511173188516,-1.0611395341736571,3827,2516,1.521065182829889,3.018552390906716,4.7286123618501845,1568,2259,0.4097204076299974,0.0204667969534241,-0.0139297708573198,0.000163204927171,-0.0001420407308752,6996.098628109447,4.582674243113301,2.0231619362407494,-1.6802944148192192,5.142541735628719,9.389225329304804
33,33,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,80,35,-0.2233825308668436,1.840024706609018,0.1101665342884345,-0.0249942610269549,-0.1351607953153895,0.1469250706547761,-0.17026017539293,-0.2351798172876134,-0.0524327274871556,0.5439479781848855,-0.0149525844853156,-0.0003753731347794,-0.0003753731347794,0.6622414463897562,6582.060620889564,0.4766919865665522,-0.9003924200132367,3890,2516,1.5461049284578696,2.94987146529563,4.712525667351129,1582,2308,0.4066838046272493,0.020604274847223,-0.0136463714238418,0.0002828117126169,-0.0001005198280559,7766.174691331563,4.624626865220526,2.043922959177727,-1.1880169460063,5.086017371232527,11.131978426140522
34,34,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,80,45,0.0100195118559029,1.840024706609018,0.1101665342884345,0.0009986931044738,-0.1091678411839607,0.1462647699166465,0.0068333468535684,0.0095002352632147,0.0030071891328707,0.5197892486491986,3.5064382164797734e-05,-0.0002672241502352,-0.0002672241502352,0.6534106678638517,4303.024398816155,0.332101860025177,-0.3936499528043757,3892,2516,1.546899841017488,2.934737923946557,4.700411522633745,1664,2228,0.4275436793422404,0.0200715894286291,-0.013898545043577,0.0006251712364206,3.9640752826142e-06,10100.19511855903,4.732775849764726,2.016643086922872,0.0473047431413045,4.755203030237577,16.334830136875116
35,35,KAMASIGNA_ROLLISHARPRATIO_MAXPOS5_210624_0,KAMASIGNA,ROLLISHARPRATIO,5,210624,5,5,80,55,-0.3946853229377535,1.840024706609018,0.1101665342884345,-0.0490203432199078,-0.1591868775083424,0.148365186376874,-0.331066424315786,-0.4453898492907441,-0.0924290197784934,0.5510995948440128,-0.0380835750690343,-0.0004755619107525,-0.0004755619107525,0.6649002665022976,6646.305967988873,0.5303566275763323,-1.2577884831712025,3933,2516,1.5631955484896662,2.885075006356471,4.710253217102532,1628,2305,0.4139333841851004,0.0198910087650799,-0.0140658746568662,-9.986985641158384e-06,-0.0001996051009125,6053.146770622465,4.524438089247465,2.0023233227035804,-2.365312392526865,5.207788242913994,7.29524468228394
