,signal_n,preference_n,percent_return,spy_percent_return,cagr,volatility,sharpe_ratio,spy_cagr,excess_cagr,jensens_alpha,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_percent_return,final_cash,final_equity
0,5,10,0.4318002940506884,1.840024706609018,0.036591095008717156,0.1224526336896251,0.2990438660081109,0.11016653428843459,-0.07357543927971744,-0.00012740729238857015,4177.073876878498,0.24476108335212088,0.0782114654509467,12533,2516,4.981319554848967,3.5487114018989865,17.840352988367428,5276,7257,0.42096864278305274,0.02304059214501886,-0.014700354725682294,0.0011874004558240728,14318.002940506884,14318.002940506884
1,5,15,0.3647668542275604,1.840024706609018,0.03162654090121664,0.12231571946589859,0.2587855758076267,0.11016653428843459,-0.07853999338721795,-0.0001450456975859555,3703.4465918273145,0.22941136192269163,0.05038302013127449,12776,2516,5.077901430842608,3.4697088290544773,17.817122186495176,5440,7336,0.4257983719474014,0.022374683536062822,-0.014681099010454755,0.0010971928690893602,13647.668542275604,13647.668542275604
2,5,20,0.26832845500571056,1.840024706609018,0.024084770791626076,0.12130110199717287,0.1987427649265144,0.11016653428843459,-0.08608176349680852,-0.0001717047254052322,3994.588077164295,0.25290041282818276,-0.05385693018701332,12941,2516,5.143481717011129,3.4089328490843056,17.78113663845224,5493,7448,0.42446487906653274,0.02229033480166747,-0.014746842187593761,0.0009741386641187756,12683.284550057106,12683.284550057106
3,5,25,0.21419937575486991,1.840024706609018,0.019622471043404976,0.12088579984880665,0.1624805064216265,0.11016653428843459,-0.09054406324502962,-0.00018716145850719083,3669.223846715433,0.2441869986983286,-0.08587637658136771,12972,2516,5.155802861685214,3.3936941103916127,17.787070707070708,5516,7456,0.4252235584335492,0.0220144406811427,-0.01470992292484562,0.0009061416489002624,12141.993757548698,12141.993757548698
4,5,30,0.3106831736424793,1.840024706609018,0.02745844563872679,0.12055191123864911,0.22798104483918724,0.11016653428843459,-0.0827080886497078,-0.00015505010855039827,2953.354214642961,0.21106289849368742,0.03347982730216259,13030,2516,5.178855325914149,3.3653875671527245,17.746256576284903,5571,7459,0.42755180353031463,0.021934771265691745,-0.014606190998935063,0.0010169633200393005,13106.831736424794,13106.831736424794
5,5,35,0.35413916350545405,1.840024706609018,0.030819371176403987,0.12002783857289409,0.2569771979642542,0.11016653428843459,-0.0793471631120306,-0.00014240341337243167,3097.988718831137,0.22631769474913865,0.046572000769044664,13036,2516,5.1812400635930045,3.3550168763424364,17.742799188640973,5591,7445,0.42888922982509975,0.021914699037224677,-0.014591024835178039,0.001065886960664518,13541.39163505454,13541.39163505454
6,5,40,0.24886818847269732,1.840024706609018,0.02250058737193239,0.12029737928294737,0.18716303886710642,0.11016653428843459,-0.0876659469165022,-0.00017410878868793806,3053.0444423392964,0.22988609349869715,-0.038979152628263236,13022,2516,5.175675675675675,3.3474888649976964,17.71991869918699,5552,7470,0.42635539855628934,0.02183471496908052,-0.014590697449597734,0.0009394737797450438,12488.681884726973,12488.681884726973
7,5,45,0.23044895341503735,1.840024706609018,0.02098055286940448,0.1194550861737219,0.17575901782213485,0.11016653428843459,-0.08918598141903011,-0.0001775552214955403,3276.2234306086484,0.24221320062505325,-0.06997409465473936,12988,2516,5.162162162162162,3.3466276562981214,17.69788273615635,5595,7393,0.43078226054819835,0.02156644178940962,-0.01471546157038154,0.0009141387759405687,12304.489534150372,12304.489534150372
8,5,50,0.12924831066587217,1.840024706609018,0.012244572462343895,0.11999530192737332,0.10212898101905801,0.11016653428843459,-0.0979219618260907,-0.0002136590507209777,3430.666512486325,0.266671213968666,-0.18860892961683007,13011,2516,5.171303656597774,3.3332564752901392,17.679983693436608,5620,7391,0.43194220275151796,0.02125476048348874,-0.014789037283847353,0.0007798001193060429,11292.483106658721,11292.483106658721
9,5,55,0.10147707487837176,1.840024706609018,0.009724104809806233,0.12038478985746423,0.08083459772751646,0.11016653428843459,-0.10044242947862836,-0.0002248795370270181,3026.4829472600013,0.2339339340581268,-0.16983479058991158,13010,2516,5.170906200317965,3.328132205995388,17.6875,5601,7409,0.43051498847040737,0.02134087529910739,-0.0148321760492671,0.0007408647349177976,11014.770748783718,11014.770748783718
10,5,60,0.16131180461809436,1.840024706609018,0.015086135069246165,0.11967130290178501,0.12615839773928703,0.11016653428843459,-0.09508039921918843,-0.00020112614176169007,3063.907018949847,0.2361436576775654,-0.1198253088845238,13008,2516,5.170111287758346,3.3227244772447726,17.706677591151166,5600,7408,0.43050430504305043,0.02146010755808846,-0.014773006769656035,0.0008255049335550028,11613.118046180944,11613.118046180944
11,5,65,0.11266373417064335,1.840024706609018,0.010746189063272515,0.11886661118990677,0.09048918451379079,0.11016653428843459,-0.09942034522516208,-0.00021565683716259906,3024.74535032974,0.24252202734481054,-0.17100392001304776,12961,2516,5.151430842607313,3.3226602885579815,17.671317193270415,5575,7386,0.43013656353676416,0.021354074430141385,-0.014790580858452638,0.0007565569576041218,11126.637341706433,11126.637341706433
12,5,70,0.12399846165123818,1.840024706609018,0.011772413343754451,0.11899437414787116,0.09900778133657953,0.11016653428843459,-0.09839412094468014,-0.00021265142270983242,3049.7870815380684,0.24076142466470718,-0.15854683963949157,12890,2516,5.123211446740859,3.330256012412723,17.650904605263158,5579,7311,0.43281613653995343,0.02115995355843594,-0.014780511525767866,0.000775101717426316,11239.984616512382,11239.984616512382
13,5,75,0.04340950313775682,1.840024706609018,0.004263677484884987,0.11870596415251986,0.03594856217576033,0.11016653428843459,-0.1059028568035496,-0.0002409874344221596,3109.0240248546124,0.25367004155287265,-0.2500937535958787,12971,2516,5.155405405405405,3.3058360959062525,17.67518549051937,5576,7395,0.42988204456094364,0.021163524236880078,-0.014801650752256677,0.0006591322050655444,10434.095031377568,10434.095031377568
14,5,80,0.013102055311247307,1.840024706609018,0.0013041519597858375,0.11892916348868272,0.010974910193742868,0.11016653428843459,-0.10886238232864875,-0.00025227378922225793,3224.9364409337104,0.26430566010545997,-0.2939235797598716,12938,2516,5.142289348171701,3.3114082547534394,17.68909991742362,5571,7367,0.430592054413356,0.021196990999770217,-0.014942873493353603,0.0006186650049608815,10131.020553112472,10131.020553112472
15,5,85,-0.03911172142857555,1.840024706609018,-0.00398666679697246,0.11780433801215283,-0.03386561390350892,0.11016653428843459,-0.11415320108540705,-0.0002682989690451165,3690.453495568936,0.30335522317280705,-0.40137677616600875,12934,2516,5.140699523052464,3.3021493737436214,17.685300207039337,5534,7400,0.4278645430647905,0.02113653295192619,-0.014876275863513732,0.0005323281247841293,9608.882785714244,9608.882785714244
16,5,90,0.08142153405084995,1.840024706609018,0.007868088897054148,0.11741574659308676,0.06705595005136353,0.11016653428843459,-0.10229844539138044,-0.00021878609992217834,3779.161790001128,0.293633827112843,-0.26934510657515354,12876,2516,5.117647058823529,3.3129077353215286,17.692658647863958,5543,7333,0.43049083566324947,0.021305544754327138,-0.014852696696169208,0.0007130948819685105,10814.2153405085,10814.2153405085
17,5,95,0.06705450055309714,1.840024706609018,0.0065193701217085565,0.11806774055341965,0.05525326278120038,0.11016653428843459,-0.10364716416672604,-0.0002255392194383895,4094.4386130464336,0.31792940858807406,-0.31772007070427755,12946,2516,5.145468998410175,3.2915958597250117,17.689082606890825,5576,7370,0.4307121890931562,0.02123726629285615,-0.014844265298049598,0.0006964901593032865,10670.545005530972,10670.545005530972
18,10,10,0.4660026686258607,1.840024706609018,0.03904407377183805,0.1267444049126999,0.3086145730521859,0.11016653428843459,-0.07112246051659654,-0.0001328073268974484,2787.42794870117,0.2294483597563357,0.12189081907095023,6800,2516,2.7027027027027026,6.705735294117647,18.268830128205128,2565,4235,0.37720588235294117,0.0361811886507981,-0.01889718989644692,0.0018786984820359438,14660.026686258607,14660.026686258607
