,id,signal,preference,max_positions,date,signal_n,preference_n,percent_return,spy_percent_return,spy_cagr,cagr,excess_cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,r_squared,pure_profit_score,jensens_alpha,alpha,beta,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_return_per_trade,average_return_per_day,final_equity,A_score,W_score,P_score,V_score,edge_score
0,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,5,-0.49317701940654124,1.840024706609018,0.11016653428843459,-0.0657798670494818,-0.1759464013379164,0.15863207858311906,-0.4156976109875302,-0.5577631093349322,-0.1126281948264689,0.7587216543553801,-0.05273984142417528,-0.0005832879864195964,-0.0005832879864195964,0.7543266716588342,6707.8869965675585,0.5840444051405749,-1.5567702546061994,4574,2516,1.8179650238473768,2.610406646261478,4.810636583400483,1879,2695,0.41080017490161785,0.019370905087373075,-0.013733043858727749,-0.00013393584173530422,-0.0002702160982351854,5068.229805934588,4.416712013580404,2.0116162990951323,-3.846549521999604,6.616569055481854,3.1888548693151004
1,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,10,-0.5083450832999691,1.840024706609018,0.11016653428843459,-0.06861765065763503,-0.17878418494606962,0.1549922866795712,-0.44331993125668734,-0.6053829849468315,-0.12003104435797818,0.7048218730064963,-0.05185709438009778,-0.0005845540735247719,-0.0005845540735247719,0.7282678778519638,6263.147184474627,0.5716658638159569,-1.55782989336217,4934,2516,1.9610492845786964,2.4098094852047023,4.8021001615508885,2093,2841,0.4241994325091204,0.01822945621568401,-0.013619278551327222,-0.00010906333702756354,-0.00028229749399567367,4916.549167000309,4.415445926475228,1.9924655089009904,-3.8735394763448805,6.189779013604904,3.3106605932190396
2,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,15,0.2235212118934471,1.840024706609018,0.11016653428843459,0.020403542442662737,-0.08976299184577186,0.1530401426392483,0.13342404400684216,0.18789701056618774,0.06275930306312107,0.6782872069628527,0.010459418374669054,-0.00021708461415988954,-0.00021708461415988954,0.7163169296831964,3894.152975682715,0.3251078556774536,-0.1914694462548585,4668,2516,1.8553259141494436,2.546700942587832,4.799354057327412,2057,2611,0.4406598114824336,0.019022661365945,-0.013494570467100706,0.0008344667823798034,8.021190489492885e-05,12235.21211893447,4.78291538584011,2.01895314584124,1.141524149096966,5.62864496356779,17.63272244235747
3,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,20,-0.19870963078097703,1.840024706609018,0.11016653428843459,-0.0219363370705975,-0.1321028713590321,0.15464588702081478,-0.14209267767226114,-0.19435400226022032,-0.052899263229708754,0.673550608498142,-0.010670614535711298,-0.0003845172423881799,-0.0003845172423881799,0.7142363170168468,5130.266302424255,0.414681334508225,-0.7571307419397666,4709,2516,1.8716216216216217,2.513484816309195,4.801622718052738,2037,2672,0.4325759184540242,0.019004823377607078,-0.013794203218826113,0.00039386583552394265,-8.808425018519884e-05,8012.90369219023,4.6154827576118205,1.9994705981997654,-1.2132182168976033,5.742622793517893,9.538820210325689
4,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,25,-0.14354843994646704,1.840024706609018,0.11016653428843459,-0.015395131158616349,-0.12556166544705094,0.15472486092133098,-0.09968245050293087,-0.13648561889393285,-0.03773608991648394,0.7002109205676248,-0.003708191947027097,-0.00036299241410856826,-0.00036299241410856826,0.7261536149881609,5597.146940275534,0.40796837172818545,-0.6791527378953734,4719,2516,1.8755961844197138,2.5024369569824114,4.7906693711967545,2068,2651,0.4382284382284382,0.018583742973330607,-0.013664380763571127,0.0004676641374487469,-6.161332743734996e-05,8564.51560053533,4.637007585891432,1.997953279610841,-0.8763211622398244,5.904219221363196,10.190125475738691
5,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,30,-0.2456003259710533,1.840024706609018,0.11016653428843459,-0.02782365254711172,-0.1379901868355463,0.1548582305599459,-0.18002193918821985,-0.24579658324460898,-0.05933726679936358,0.7132048666360831,-0.007805187793510097,-0.0004159303408943348,-0.0004159303408943348,0.7321541400872831,6215.027088917399,0.4689068783904644,-0.9146508826090951,4749,2516,1.8875198728139904,2.4790482206780373,4.795519348268839,2057,2692,0.43314381975152666,0.018744486753368674,-0.013730363848567505,0.0003359169870152952,-0.0001120608269407973,7543.996740289467,4.5840696591056656,1.9975094614124453,-1.5947803773943396,6.08663774331884,8.01436904134753
6,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,35,-0.4128115199519845,1.840024706609018,0.11016653428843459,-0.05191073288447834,-0.16207726717291293,0.1578531604646052,-0.3294771114258549,-0.4468026512060498,-0.08853054465983376,0.7256567471588997,-0.02857580069559453,-0.0005180031790091318,-0.0005180031790091318,0.7380333049892566,7949.198337925674,0.5863595788768506,-1.4151676508960254,4734,2516,1.881558028616852,2.4826784959864807,4.795185638514892,2044,2690,0.43177017321504013,0.018732893268522,-0.014104448145633811,7.373644467765348e-05,-0.00021169360648950816,5871.884800480155,4.481996820990868,1.973892661709868,-3.0041439848417983,6.372518719677709,4.619452799356858
7,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,40,-0.015638878337963846,1.840024706609018,0.11016653428843459,-0.0015769452646359206,-0.11174347955307051,0.15506753640553705,-0.01017820141386123,-0.014144462239949066,-0.003779371416675631,0.7015298093403952,-0.00037513067595016357,-0.00030789673486864694,-0.00030789673486864694,0.7267566249810676,6317.077889070048,0.4172506723414381,-0.555760610502567,4691,2516,1.8644674085850557,2.498827542101897,4.790355537392726,2073,2618,0.441910040503091,0.018870711520770515,-0.013845713106212194,0.0006120034258140599,-6.267378010563522e-06,9843.611216620362,4.692103265131353,1.9931576186525055,-0.09015710283033468,5.9287722577741295,12.44072645415703
8,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,45,-0.09893779456466767,1.840024706609018,0.11016653428843459,-0.010376735913440904,-0.1205432702018755,0.1554120245106161,-0.06682182440372998,-0.09282407164212322,-0.026922354422155913,0.6861373152509773,-0.0024296600789953885,-0.000340165737756455,-0.000340165737756455,0.7197994524926522,5106.680716799549,0.38543196299731153,-0.5910166201348392,4694,2516,1.8656597774244834,2.4914784831700043,4.800903119868637,2078,2616,0.44269279931827865,0.0182967497677697,-0.013616817638535122,0.0005110888527945372,-4.1423850225928405e-05,9010.622054353324,4.659834262243545,1.9942227060292386,-0.5856785995012205,5.780120134892349,11.246398790046904
9,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,50,0.13624610366018164,1.840024706609018,0.11016653428843459,0.012870875682136074,-0.09729565860629852,0.1527957492452511,0.08437534912796125,0.1162613355428447,0.0417801023946216,0.6869888577034613,0.0016398824434011136,-0.00024811247813861446,-0.00024811247813861446,0.7201797628121382,4408.2765840727625,0.30806232978004755,-0.24052946197595304,4692,2516,1.864864864864865,2.490622335890878,4.79524004924087,2105,2587,0.4486359761295823,0.018491817163627515,-0.013664017614023067,0.0007622467097097681,5.0787251444024314e-05,11362.461036601817,4.751887521861385,1.9958227643631428,0.730824302890577,5.6572950525712775,15.866849161528046
10,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,55,-0.3275476450146746,1.840024706609018,0.11016653428843459,-0.038952412102025824,-0.14911894639046042,0.15154844867337822,-0.2577191027859882,-0.34477883289875366,-0.07968428810389956,0.6797984518019238,-0.01939572369533816,-0.0004553563510828501,-0.0004553563510828501,0.7169841565665452,5851.189589239042,0.48883428626777914,-1.067885465953422,4720,2516,1.875993640699523,2.467584745762712,4.787094122482531,2063,2657,0.43707627118644066,0.0181508937719595,-0.013738984216572046,0.0001993247432458743,-0.00015778290959102164,6724.523549853254,4.54464364891715,1.9829887658591006,-2.1752482238089352,5.8814835850968015,6.82429015083732
11,MASIGNA_ROLLISHARPRATIO_MAXPOS5_210517_0,MASIGNA,ROLLISHARPRATIO,5,210517,5,60,-0.07812901080454882,1.840024706609018,0.11016653428843459,-0.00811195305293888,-0.11827848734137347,0.15136372737921022,-0.05368943353993798,-0.07317617421668517,-0.017336097700244697,0.6564601008380219,-0.0017810727381451633,-0.0003257139338426479,-0.0003257139338426479,0.7068514465688283,7354.478853776867,0.4679226659425426,-0.7123164256019283,4631,2516,1.8406200317965025,2.513064133016627,4.80313660751135,2065,2566,0.4459080112286763,0.01832996963558741,-0.01377791723698654,0.0005392467431182348,-3.2345920543401064e-05,9218.709891954511,4.674286066157351,1.9847946022416334,-0.4471179186070961,5.704654863587253,11.777545301989845
