,moveaverage_n,sharpe_n,percent_return,spy_percent_return,cagr,volatility,sharpe_ratio,spy_cagr,excess_cagr,jensens_alpha,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_percent_return,final_cash,final_equity
0,5,10,-0.39679382363409943,1.840024706609018,-0.04935252881482155,0.15683575990749954,-0.31505079444948053,0.11016653428843459,-0.15951906310325614,-0.0005007265165946656,6154.725757515436,0.5253263193704021,-1.2506239221876232,4573,2516,1.8175675675675675,2.6017931336103213,4.803391199031086,1955,2618,42.75092936802974,0.01934540370009366,-0.013329828307726135,0.000639137048776751,6032.061763659006,6032.061763659006
1,5,20,-0.22168817166515353,1.840024706609018,-0.024781488791424833,0.1513961444318599,-0.1639575861873293,0.11016653428843459,-0.13494802307985942,-0.0003841829977042049,5773.823787098279,0.4486777566551492,-0.8460638345983913,4463,2516,1.7738473767885532,2.651355590410038,4.802353896103896,1901,2562,42.59466726417208,0.01994343138425699,-0.013309270021346721,0.0008546074987188528,7783.1182833484645,7783.1182833484645
2,5,30,-0.48607406568590983,1.840024706609018,-0.06447716738687159,0.15650529908024047,-0.41272473356042844,0.11016653428843459,-0.17464370167530618,-0.0005637472052086568,9191.173479804864,0.6540447854114362,-1.7271220704825776,4535,2516,1.8024642289348172,2.5911797133406838,4.786558044806517,1884,2651,41.543550165380374,0.019741725863342222,-0.013296107897568823,0.0004289811444502325,5139.259343140901,5139.259343140901
3,5,40,-0.3024683861954103,1.840024706609018,-0.03542257747473265,0.15349698357896857,-0.2309664420124507,0.11016653428843459,-0.14558911176316724,-0.0004322880460704131,7289.646178702731,0.5282670826750316,-1.1115497485396624,4528,2516,1.7996820349761526,2.584143109540636,4.781773600326931,1929,2599,42.601590106007066,0.01956203721595963,-0.013231450981481896,0.0007390964418539473,6975.316138045897,6975.316138045897
4,5,50,-0.28409340593141164,1.840024706609018,-0.03290813069642751,0.15211151183782176,-0.21656109146647579,0.11016653428843459,-0.1430746649848621,-0.00042271723833363036,6809.053542610324,0.5049496926824278,-1.0373014663759133,4487,2516,1.7833863275039745,2.5977267662135057,4.790793259350596,1890,2597,42.12168486739469,0.019983526549616663,-0.013181115179653459,0.0007883906969501792,7159.065940685884,7159.065940685884
5,5,60,-0.36509089766654357,1.840024706609018,-0.04446451717756961,0.15184735179793202,-0.293366925002396,0.11016653428843459,-0.1546310514660042,-0.00047119704962289024,7419.1797682072975,0.5567629408583188,-1.2679239661152195,4449,2516,1.7682829888712241,2.608676106990335,4.787953795379538,1931,2518,43.40301191278939,0.019202365064440972,-0.013496367004540284,0.0006958675706907354,6349.091023334564,6349.091023334564
6,5,70,-0.7209900215130908,1.840024706609018,-0.11997788153699884,0.15270040906793722,-0.7872102049093916,0.11016653428843459,-0.23014441582543343,-0.0007972757475763325,9046.893961477508,0.767063953725803,-2.7334990752169928,4482,2516,1.7813990461049285,2.574966532797858,4.774927596193629,1905,2577,42.50334672021419,0.01868439023697291,-0.013639403608920549,9.929056252680496e-05,2790.099784869092,2790.099784869092
7,5,80,-0.5907238531159076,1.840024706609018,-0.08556301387141518,0.15203606259632801,-0.5639469344860164,0.11016653428843459,-0.19572954815984978,-0.0006434951726098698,7927.909005686763,0.6604026042899387,-1.9733596682848535,4447,2516,1.7674880763116056,2.5884866201933887,4.79225645295587,1894,2553,42.59051045648752,0.0190395280539208,-0.013509539069348658,0.00035327476727656086,4092.761468840925,4092.761468840925
8,5,90,-0.7588672583762943,1.840024706609018,-0.1327397998177794,0.14940027846273465,-0.8908471820379398,0.11016653428843459,-0.24290633410621398,-0.0008443135726559888,10292.423407039187,0.8111393728749478,-3.089153660575395,4567,2516,1.8151828298887123,2.5104007006787827,4.777083333333334,1925,2642,42.15020801401357,0.01813299732664561,-0.013271613654725038,-3.450480008555739e-05,2411.327416237057,2411.327416237057
9,10,10,0.07398941772832757,1.840024706609018,0.007172418868574448,0.1627787586755214,0.04410753123068571,0.11016653428843459,-0.10299411541986014,-0.00029034771871122534,5654.481655023619,0.3770289733184494,-0.4018751245064891,3537,2516,1.4058028616852147,3.381113938365847,4.81053901850362,1479,2058,41.815097540288384,0.023400239720037425,-0.014692956784888621,0.0012357504898599298,10739.894177283275,10739.894177283275
