,id,signal,preference,max_positions,date,signal_n,upper_bound,lower_bound,preference_n,percent_return,spy_percent_return,spy_cagr,cagr,excess_cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,r_squared,pure_profit_score,jensens_alpha,alpha,beta,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_return_per_trade,average_return_per_day,final_equity,A_score,W_score,P_score,V_score,edge_score
0,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,10,5,1.6838576561904985,1.840024706609018,0.11016653428843459,0.10389772313185519,-0.006268811156579401,0.17290520095535597,0.6016806485127486,0.8537831075930058,0.33025226976995437,0.9477379159941626,0.06201192067331038,2.4966409691311818e-05,2.4966409691311818e-05,0.8856614001561598,7900.287024202487,0.31460108723621427,0.6095009276741052,2132,2516,0.8473767885532592,5.23968105065666,4.541056910569106,1086,1046,0.5093808630393997,0.03281999256461059,-0.027620816485676145,0.0031665749911584653,0.0003925467926428828,26838.576561904985,5.024966409691311,1.6336654535219306,7.569566173712796,8.387922799359206,29.995353964014438
1,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,10,15,3.064812996216988,1.840024706609018,0.11016653428843459,0.15074523542305895,0.04057870113462436,0.17604334067159788,0.8558507835061304,1.2539142637091871,0.5216462792405258,0.9526346262274031,0.12832357232306224,0.0001877433458474164,0.0001877433458474164,0.8911495115175594,11329.791226019424,0.28897979612263636,1.0613133051108683,2873,2516,1.1418918918918919,3.9035851026801254,4.596311475409836,1432,1441,0.4984336930038287,0.028339820854514766,-0.021890255738746322,0.00314610683749798,0.0005576014865013649,40648.12996216988,5.187743345847416,1.7718954298822744,10.937081769872727,8.450204205740109,45.78048588793945
2,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,10,25,3.1828747003831177,1.840024706609018,0.11016653428843459,0.1540487308627374,0.04388219657430281,0.17404793999861395,0.8848026831108912,1.2906630138737947,0.6059246902304082,0.9498502026162667,0.13817691583809194,0.0002004363623416966,0.0002004363623416966,0.8879957490214545,9360.387488576816,0.2542374214923624,1.1376507487181726,2479,2516,0.9852941176470589,4.474384832593787,4.553366174055829,1318,1161,0.5316659943525616,0.02851799965178581,-0.024454512250687822,0.0037091709632937233,0.0005689855815208555,41828.74700383118,5.200436362341697,1.6784010490394348,11.411284494781865,8.32785949761479,47.880479867203746
3,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,10,35,2.037695210931352,1.840024706609018,0.11016653428843459,0.11767090091028742,0.0075043666218528315,0.17176311733780517,0.6852014072111842,0.9833847113385688,0.43201147988420363,0.9326110944292703,0.0947920374381202,8.064031191783492e-05,8.064031191783492e-05,0.870164392674556,9306.860307807234,0.27237910655019615,0.7931239563959362,2355,2516,0.9360095389507154,4.7239915074309975,4.576306046894282,1261,1094,0.5354564755838641,0.02774032730481913,-0.025120642714504184,0.003184105987986984,0.00044178889605364305,30376.952109313523,5.080640311917835,1.6430500875942313,8.637441678031099,8.039707547174267,35.964269770832914
4,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,10,45,2.5333729081803327,1.840024706609018,0.11016653428843459,0.13471440852000405,0.024547874231569455,0.17367723620024214,0.7753055573663544,1.1320628965653323,0.49162183518772934,0.9423422024863087,0.09034505302689604,0.00013669899129149278,0.00013669899129149278,0.8799039370515481,10593.248122704248,0.2740203930701377,0.9420195586354332,2266,2516,0.9006359300476947,4.8777581641659316,4.561700371440363,1206,1060,0.5322153574580759,0.028448035222001303,-0.02477739713631634,0.003549995372126326,0.0005018898261692179,35333.72908180333,5.136698991291492,1.6659409133300596,9.93220747583041,8.218220429697404,41.19979656533165
5,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,10,55,3.045234731185995,1.840024706609018,0.11016653428843459,0.15018908631423122,0.04002255202579663,0.1665148355830553,0.9017045548008056,1.3205801601649763,0.5230464258608737,0.9107604335849497,0.13201252661440258,0.0002026570504600145,0.0002026570504600145,0.8505903913126767,9798.47938439255,0.2871429358627916,1.0590652290655793,2210,2516,0.8783783783783784,4.960633484162896,4.566014160766347,1196,1014,0.5411764705882353,0.028518673549265718,-0.024856185428507885,0.004029032371228419,0.0005556817410680867,40452.34731185995,5.202657050460014,1.664260361654661,10.903253851184209,7.713175725474811,48.96778525835338
6,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,10,65,2.898278892175215,1.840024706609018,0.11016653428843459,0.14593551121640158,0.03576897692796699,0.16842132054644995,0.8664082877164866,1.2601411320195495,0.44662539376976296,0.920022420986016,0.11068917895518512,0.00018463746985166867,0.00018463746985166867,0.8585561997987236,13039.72020868388,0.32675148626150863,0.9648943911459984,2167,2516,0.8612877583465819,5.069681587448085,4.58705636743215,1206,961,0.5565297646515921,0.027639120510118714,-0.025737726798025582,0.003968077472219923,0.0005409682489189464,38982.78892175215,5.184637469851669,1.6203838462697169,10.774069902435972,7.921506650195043,46.53405709832239
7,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,20,5,0.894854657948331,1.840024706609018,0.11016653428843459,0.0660849951386775,-0.0440815391497571,0.1764266142218402,0.37506315428144016,0.5278840355663036,0.21055845110061014,0.9679843756668715,0.03495993656390541,-0.00012376087949587245,-0.00012376087949587245,0.9105088516827001,6030.792273908832,0.3138558191003239,0.26247464083878924,3172,2516,1.260731319554849,3.7462168978562422,4.768459069020866,1481,1691,0.46689785624211855,0.027938180446546248,-0.021154915611402616,0.0017665456943421077,0.00025413206279935514,18948.54657948331,4.8762391205041276,1.7953755235631117,4.741209266014016,8.843988885102418,19.726000851583283
8,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,20,15,2.508495346248954,1.840024706609018,0.11016653428843459,0.1339119546448626,0.023745420356428015,0.17646382014232684,0.7594088683495465,1.0933263866915417,0.4724795871922564,0.9767770433595601,0.10929157792700568,0.00011567873978942403,0.00011567873978942403,0.9237818154616381,11158.420244760695,0.28342378861411544,0.9219165981220883,3620,2516,1.43879173290938,3.2837016574585633,4.78928283642224,1758,1862,0.4856353591160221,0.02510979374588068,-0.01892469355533172,0.0024600104986824793,0.0004990804251640091,35084.95346248954,5.115678739789424,1.8457854338635256,9.791725165619736,9.033868870356581,38.29166302677395
9,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_0,STOCHOSCILSIGNA,ROLLISHARPRATIO,5,210627,5,70,20,25,1.9191846206471763,1.840024706609018,0.11016653428843459,0.11322653247752923,0.003059998189094637,0.1760129430071444,0.6440535771315459,0.9112967143832452,0.5037320407989746,0.9791122001046099,0.0998860799323994,4.093169066496171e-05,4.093169066496171e-05,0.9277153725438446,7650.166473332662,0.2247753235985137,0.8167019511722291,3129,2516,1.2436406995230525,3.7829977628635345,4.792307692307692,1604,1525,0.5126238414829019,0.025053089666374758,-0.0212377399432955,0.0024920429566441292,0.00042596593947562337,29191.846206471764,5.040931690664962,1.7446446956711703,8.445204968035464,9.002191786761221,32.01054769842286
