,id,signal,preference,max_positions,date,signal_n,upper_bound,lower_bound,preference_n,percent_return,spy_percent_return,spy_cagr,cagr,excess_cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,r_squared,pure_profit_score,jensens_alpha,alpha,beta,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_return_per_trade,average_return_per_day,final_equity,A_score,W_score,P_score,V_score,edge_score
0,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,10,5,1.7732674072106862,1.840024706609018,0.11016653428843459,0.10752571878200246,-0.002640815506432137,0.15417703621454362,0.6980406341566465,0.9938388155886638,0.31858601494388605,0.9065218902477528,0.06635782513690147,5.4007829901811185e-05,5.4007829901811185e-05,0.8470834456152041,9109.441655105493,0.33750922431714847,0.6082775497277328,3403,2516,1.352543720190779,6.054069938289745,8.344268934791414,1817,1586,0.5339406406112254,0.03471550683117239,-0.03138939010820369,0.003906700911145799,0.0004055770156835016,27732.674072106864,5.054007829901812,1.5469577551551603,7.744338450457702,7.69586535735614,32.8181397536756
1,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,10,15,1.906747853290304,1.840024706609018,0.11016653428843459,0.11275076051887956,0.0025842262304449637,0.15430052710631048,0.7314001717563787,1.0437638162560774,0.39295085387581774,0.9056883497800593,0.08049585761753794,7.298149337446732e-05,7.298149337446732e-05,0.8464031722270421,8608.997291292402,0.28693349157223513,0.72885429682478,4163,2516,1.654610492845787,4.977660341100168,8.406490872210954,2147,2016,0.5157338457842902,0.03139926107805536,-0.026585773537021892,0.003319071362947084,0.00042426834196444065,29067.47853290304,5.072981493374467,1.6476208258519442,8.013321678414798,7.6067231895004985,35.2786612735591
2,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,10,25,1.9844687345786194,1.840024706609018,0.11016653428843459,0.1156944705765357,0.00552793628810111,0.15155282858492022,0.7636620360809839,1.098492615745188,0.5286777837888951,0.883292913103317,0.0897819021583041,9.063938422400677e-05,9.063938422400677e-05,0.829136930882673,6294.3157114469905,0.2188373979844278,0.8464497990294699,3734,2516,1.4841017488076311,5.510444563470808,8.364227642276422,2029,1705,0.5433851098018211,0.03102056972943119,-0.028723348237010244,0.0037406071871755268,0.00043476014021428204,29844.687345786195,5.090639384224007,1.575179642745867,8.252937927159431,7.206334768182425,37.75149964762938
3,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,10,35,1.8523605756340986,1.840024706609018,0.11016653428843459,0.11064839764260359,0.0004818633541689987,0.1542463695610377,0.7173232498908261,1.038940621802842,0.518846680260789,0.9052792259990178,0.08765153934154005,6.560948949020981e-05,6.560948949020981e-05,0.8460703858471827,6416.652777128849,0.21325837063655906,0.8082915409979368,3544,2516,1.4085850556438793,5.795146726862303,8.393134450347365,1957,1587,0.5522009029345373,0.030703661450629874,-0.029413373289585414,0.003783307575708412,0.0004167582201211885,28523.605756340985,5.06560948949021,1.5501004993838523,8.063392043121658,7.4872942725679215,35.17786335305919
4,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,10,45,2.3395031936192683,1.840024706609018,0.11016653428843459,0.12832129628148925,0.018154761993054658,0.15205704845345544,0.8437075119621434,1.2303870838143662,0.529914984977146,0.8898844094671332,0.09092944403471653,0.00013329968066469233,0.00013329968066469233,0.8340321128052826,8567.586310118753,0.2421544963236385,0.92854631637816,3502,2516,1.3918918918918919,5.857509994288978,8.403523146251537,1970,1532,0.5625356938892062,0.030068023697037722,-0.02893616905238491,0.004255795458284016,0.00047945210795216186,33395.03193619268,5.133299680664692,1.5552228178104963,9.318821520399004,7.324308631711491,42.1123370685899
5,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,10,55,1.969585162360222,1.840024706609018,0.11016653428843459,0.11513613242870391,0.004969598140269316,0.15083962245857757,0.7635463647877739,1.1005102785806014,0.4446075540181974,0.8803220905031011,0.08471314906395837,8.954841771608487e-05,8.954841771608487e-05,0.8269759065208672,7815.081095434609,0.25896126007789666,0.7887198926300183,3379,2516,1.3430047694753577,6.021604024859426,8.393976897689768,1896,1483,0.5611127552530334,0.030600690600689127,-0.030032913503186667,0.003989375156460717,0.00043277227319523894,29695.851623602222,5.089548417716085,1.5305362972139953,8.298061664416336,7.229507686675575,37.424285790972405
6,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,10,65,1.8043605328739742,1.840024706609018,0.11016653428843459,0.10876275090319876,-0.001403783385235835,0.1493003246944002,0.7288417466448627,1.0437341233273647,0.39613702601480166,0.8729599447921466,0.07748361012913649,6.896210644439127e-05,6.896210644439127e-05,0.8217334382099257,7277.134688259117,0.2745584072192606,0.7102008229057208,3348,2516,1.330683624801272,6.07258064516129,8.401239669421487,1882,1466,0.562126642771804,0.030265850250918862,-0.030026836260998117,0.003865289191638609,0.00041001015465791585,28043.605328739744,5.068962106444391,1.5259337274862117,7.804198252386974,7.162375028177188,35.40815858883707
7,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,20,5,1.2712320762287392,1.840024706609018,0.11016653428843459,0.08560065837739161,-0.024565875911042978,0.1595125656159658,0.5372134447548652,0.7593816655241854,0.32179414375281856,0.9623937984377632,0.0562613789967289,-4.860851488819762e-05,-4.860851488819762e-05,0.9030095317058873,5612.5036582188095,0.2660106159145783,0.5110617355371225,5120,2516,2.0349761526232113,4.453125,9.138276553106213,2543,2577,0.4966796875,0.029733722657163442,-0.024694729985108504,0.0023387768643636764,0.000326171947955552,22712.320762287392,4.951391485111803,1.6880407224065042,6.2448825508634185,8.578582501773035,24.75391991795488
8,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,20,15,2.6079770807405054,1.840024706609018,0.11016653428843459,0.13709072846744919,0.026924194179014593,0.1606819910416229,0.8539888888326201,1.2227806877967466,0.5075113064183627,0.9650376690977153,0.12576199675755897,0.00013397648441559065,0.00013397648441559065,0.9064809660916101,8696.978864456956,0.270123496232889,0.9682673177627326,5707,2516,2.268282988871224,3.9931662870159452,9.159565916398714,2820,2887,0.4941300157701069,0.0281168247441232,-0.021639380682886428,0.00294665388942252,0.0005101977136523096,36079.77080740505,5.133976484415591,1.778476619600643,10.001918043734554,8.651117230882036,40.390454588458915
9,STOCHOSCILSIGNA_ROLLISHARPRATIO_210627_1,STOCHOSCILSIGNA,ROLLISHARPRATIO,10,210627,5,70,20,25,2.3171282986116983,1.840024706609018,0.11016653428843459,0.1275620893741598,0.01739555508572521,0.15985377637346587,0.7986993939337648,1.1409979534693002,0.5014575688162299,0.9581054853030293,0.12210274807784559,0.00010423187847100599,0.00010423187847100599,0.8976286814818416,9201.876015403985,0.2543826184043654,0.9055567346714746,4920,2516,1.9554848966613672,4.6085365853658535,9.139056831922613,2587,2333,0.5258130081300812,0.027813550797553637,-0.024066760840950698,0.003212581884417337,0.0004767791007268617,33171.28298611698,5.104231878471006,1.6814211517724629,9.46458717416415,8.464012720145375,37.989602523565125
