,momentum_n,sharpe_n,percent_return,spy_percent_return,cagr,volatility,sharpe_ratio,spy_cagr,excess_cagr,jensens_alpha,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_percent_return,final_cash,final_equity
10,10,20,-0.1116579081767568,1.840024706609018,-0.01178445515116655,0.15187867129322377,-0.0776995008430314,0.11016653428843459,-0.12195098943960114,-0.0003411899428540926,5663.738154301745,0.4068067259799867,-0.6406333788875322,3340,2516,1.3275039745627981,3.555389221556886,4.8057466612707405,1499,1841,44.880239520958085,0.020850520715573997,-0.01522117417730582,0.0009678888898878463,8883.420918232432,8883.420918232432
11,10,30,0.5047268473923934,1.840024706609018,0.041759950366820675,0.15268439176116982,0.2739255675046166,0.11016653428843459,-0.06840658392161392,-0.00013564378373491734,5630.3390424332665,0.3104515546825122,0.036893062281263767,3134,2516,1.2456279809220985,3.775047862156988,4.801542207792208,1402,1732,44.73516273133376,0.022785028303925984,-0.015391623091956139,0.0016867640353657293,15047.268473923934,15047.268473923934
12,10,40,0.17232980066146264,1.840024706609018,0.016046298771295264,0.1511051846094827,0.10626739063638073,0.11016653428843459,-0.09412023551713933,-0.0002273734341341583,5025.7146075940545,0.37677651207356677,-0.31385704445746043,3183,2516,1.2651033386327504,3.6852026390197925,4.7799511002444985,1427,1756,44.83191957273013,0.02174258519523638,-0.015183317625713138,0.001371273428479435,11723.298006614627,11723.298006614627
13,10,50,0.07471284766437014,1.840024706609018,0.0072403242363661136,0.15219336573497613,0.04763020604183035,0.11016653428843459,-0.10292621005206848,-0.0002601813859571958,5412.838826509205,0.3614361088393936,-0.3764800366057308,3099,2516,1.2317170111287759,3.7683123588254275,4.774325429272281,1390,1709,44.85317844465957,0.021682717855037205,-0.015352167655700697,0.0012591556292059444,10747.128476643702,10747.128476643702
14,10,60,-0.28503261244817546,1.840024706609018,-0.03303523619960158,0.1507082272343953,-0.2194781074402905,0.11016653428843459,-0.14320177048803617,-0.0004228163917014475,5682.179792687355,0.4742602273032397,-0.9784672665204486,3136,2516,1.246422893481717,3.7063137755102042,4.779194078947368,1404,1732,44.77040816326531,0.020677236761586247,-0.015434203523466047,0.0007330356857856819,7149.673875518245,7149.673875518245
15,10,70,-0.18791914560093392,1.840024706609018,-0.020625536822688306,0.1520656124795809,-0.135815637996048,0.11016653428843459,-0.1307920711111229,-0.00037335323366087395,5295.493836840761,0.40899712182933545,-0.7340897609813446,3073,2516,1.221383147853736,3.7660266840221284,4.780256092523751,1357,1716,44.15880247315327,0.02192198790898775,-0.015792142574740747,0.0008619658100362044,8120.808543990661,8120.808543990661
16,10,80,-0.2130070017583502,1.840024706609018,-0.023697830663210073,0.15295639115734647,-0.15526069964124717,0.11016653428843459,-0.13386436495164467,-0.00037938719612139356,5254.844529879509,0.41103975202027854,-0.768932515679488,3041,2516,1.208664546899841,3.7925024662939824,4.7795275590551185,1380,1661,45.37980927326537,0.02103602448899004,-0.01589258174242533,0.0008655493326661563,7869.929982416498,7869.929982416498
17,10,90,-0.13516232342795187,1.840024706609018,-0.014434072904294881,0.1494428546456684,-0.09668815185697027,0.11016653428843459,-0.12460060719272947,-0.00033942116908620106,6179.605596114026,0.443089071283003,-0.7305634111812402,3116,2516,1.2384737678855327,3.685173299101412,4.776622296173045,1391,1725,44.640564826700896,0.021247452031359294,-0.015428221755786568,0.0009440061767936305,8648.37676572048,8648.37676572048
18,15,10,0.38274586591833537,1.840024706609018,0.032979251136934895,0.15882359135561058,0.20802464780317742,0.11016653428843459,-0.0771872831514997,-0.00018786159991799944,3900.1757205125577,0.2663190763220167,0.014390226368169223,2636,2516,1.0476947535771066,4.620637329286798,4.881763527054108,1178,1458,44.688922610015176,0.026136352310063327,-0.017886824068306925,0.001786659153893438,13827.458659183354,13827.458659183354
19,15,20,0.30123691324401625,1.840024706609018,0.02671461454861701,0.16200533431446815,0.1650153143021183,0.11016653428843459,-0.08345191973981758,-0.00022216612491334972,7585.741341865425,0.3762367320425529,-0.20866907703682358,2755,2516,1.0949920508744038,4.331760435571688,4.79469666532744,1191,1564,43.23049001814882,0.024059004418521514,-0.01565566952831004,0.0015131786280153257,13012.369132440163,13012.369132440163
20,15,30,0.17800818013877873,1.840024706609018,0.0165379746313723,0.16150346098928842,0.10258840079978962,0.11016653428843459,-0.0936285596570623,-0.00026324589206586964,8346.117291592393,0.4283476166575316,-0.39539916447317935,2861,2516,1.1371224165341813,4.128276826284516,4.7837181044957475,1256,1605,43.900734009087735,0.02412853062927717,-0.016452385256309595,0.001362934685073481,11780.081801387787,11780.081801387787
21,15,40,0.021087664486350244,1.840024706609018,0.002091598262282446,0.1557860359955024,0.013445831595241212,0.11016653428843459,-0.10807493602615215,-0.0003036633119894865,6739.973969300303,0.44003885854003144,-0.5590194910169526,2831,2516,1.1251987281399045,4.148004238784882,4.773577235772358,1228,1603,43.37689862239492,0.02388883079182659,-0.01621510084259269,0.001180740926063925,10210.876644863503,10210.876644863503
22,15,50,0.08266240787833445,1.840024706609018,0.0079838193327737,0.15101383708098515,0.052961187662328955,0.11016653428843459,-0.10218271495566089,-0.00027087620401105824,5316.001968570627,0.34337302214646503,-0.34121598754805227,2713,2516,1.0782988871224166,4.317729450792481,4.779273765809873,1207,1506,44.48949502395872,0.023414374018020146,-0.016441552198440602,0.0012901481123843595,10826.624078783345,10826.624078783345
23,15,60,0.2857349732648713,1.840024706609018,0.025483342178697743,0.15580472885999733,0.16390979777716566,0.11016653428843459,-0.08468319210973685,-0.00020260397739950626,5147.606107936406,0.3184613703781982,-0.1320718277525863,2684,2516,1.066772655007949,4.340163934426229,4.778096800656276,1173,1511,43.703427719821164,0.024693992954259777,-0.01622242948499064,0.0016594496212838528,12857.349732648712,12857.349732648712
24,15,70,0.0386776910538742,1.840024706609018,0.00380675381913842,0.15447149805162586,0.024700728535219284,0.11016653428843459,-0.10635978046929617,-0.0002915519913724164,7925.194074094574,0.45347540596128655,-0.5662275162985182,2732,2516,1.0858505564387917,4.251464128843338,4.771980279375514,1209,1523,44.25329428989751,0.02302901364886042,-0.016096939799447242,0.001217583523760652,10386.776910538742,10386.776910538742
25,15,80,0.18376759240362173,1.840024706609018,0.017034493096576897,0.1549596624950181,0.11020436042161749,0.11016653428843459,-0.0931320411918577,-0.0002366622086985534,8290.911663904615,0.43990474386833056,-0.41094618248849635,2597,2516,1.032193958664547,4.457450904890258,4.787427626137304,1149,1448,44.24335772044667,0.02430912353480769,-0.01664494398397303,0.0014745106094343821,11837.675924036217,11837.675924036217
26,15,90,-0.08177126540048774,1.840024706609018,-0.008505024491063606,0.15240090412876742,-0.05596026133834847,0.11016653428843459,-0.1186715587794982,-0.0003199561558659764,7086.62515216234,0.461698628404689,-0.7046454585736246,2624,2516,1.0429252782193958,4.381478658536586,4.776485251350229,1180,1444,44.96951219512195,0.022407401051811875,-0.016562323856983207,0.000962171338282875,9182.287345995122,9182.287345995122
27,20,10,0.086004205022852,1.840024706609018,0.008294900408355677,0.15771159212793714,0.05265112811363678,0.11016653428843459,-0.10187163388007892,-0.0002703642944540959,4083.18427069067,0.3335082422814106,-0.32322241242092886,2813,2516,1.1180445151033387,4.254177035193743,4.813757039420756,1214,1599,43.156772129399215,0.025684541045990186,-0.017027857775154615,0.001405434855087045,10860.04205022852,10860.04205022852
28,20,20,0.8457250737478865,1.840024706609018,0.0632846255960322,0.15539954199210368,0.40759582448791615,0.11016653428843459,-0.046881908692402385,-6.475561649279591e-05,5481.122846461558,0.2818123340798203,0.2818478232538659,1327,2516,0.5274244833068362,9.089675960813866,4.855877616747182,524,803,39.48756593820648,0.041520913587237175,-0.020909277911358524,0.0037428851219980315,18457.250737478866,18457.250737478866
29,20,30,0.5130046685304619,1.840024706609018,0.04233233617762422,0.15465609899222735,0.27412505006273924,0.11016653428843459,-0.06783419811081037,-0.00014352274443309585,5353.987306941461,0.3313051655507604,0.011670045695485243,2624,2516,1.0429252782193958,4.501524390243903,4.784123126771973,1190,1434,45.35060975609756,0.02387485645449194,-0.016251578201064286,0.0019460045886125067,15130.04668530462,15130.04668530462
30,20,40,0.6048500795161325,1.840024706609018,0.04850085327436937,0.16083557402769552,0.3019265147801028,0.11016653428843459,-0.06166568101406522,-0.00012268019762021111,6015.4291038140655,0.30449167968963575,0.10991803919085008,2658,2516,1.0564387917329094,4.4164785553047405,4.771951219512195,1164,1494,43.792325056433405,0.025862951325070268,-0.016482680018546563,0.0020614565066490688,16048.500795161324,16048.500795161324
