,momentum_n,sharpe_n,percent_return,spy_percent_return,cagr,volatility,sharpe_ratio,spy_cagr,excess_cagr,jensens_alpha,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_percent_return,final_cash,final_equity
31,20,50,0.43237986416881524,1.840024706609018,0.03663309868695386,0.15775499338773089,0.23240545436760257,0.11016653428843459,-0.07353343560148073,-0.00015908097093153702,6246.361986771741,0.33479278567017134,-0.048319384732295134,2535,2516,1.0075516693163753,4.598027613412229,4.765331152902698,1102,1433,43.471400394477314,0.0260822345579017,-0.016634983189572235,0.001934789574812883,14323.798641688152,14323.798641688152
32,20,60,-0.21216371158240444,1.840024706609018,-0.023593137932119923,0.15384812074869314,-0.15368457000968655,0.11016653428843459,-0.13375967222055452,-0.0003857963034428664,5859.978414861051,0.4428414690881076,-0.823370430433183,2521,2516,1.001987281399046,4.61007536691789,4.7787828947368425,1085,1436,43.038476794922644,0.024822261001646716,-0.017224160182071065,0.0008719790421787528,7878.3628841759555,7878.3628841759555
33,20,70,-0.174052644909803,1.840024706609018,-0.018963891987266668,0.15120288058909212,-0.12572233733550686,0.11016653428843459,-0.12913042627570126,-0.0003642189405339496,6309.321585297285,0.44373748347068087,-0.7777391863790388,2380,2516,0.9459459459459459,4.868067226890756,4.775762572135202,1040,1340,43.69747899159664,0.024105797208031483,-0.01714384961969383,0.0008812061369592462,8259.47355090197,8259.47355090197
34,20,80,-0.060682953496877245,1.840024706609018,-0.006248341136107949,0.15567840759013513,-0.04023362223693761,0.11016653428843459,-0.11641487542454254,-0.0003178154570819403,5923.641734475268,0.39469258256409945,-0.564621036065402,2340,2516,0.9300476947535771,4.944017094017094,4.784532671629446,1044,1296,44.61538461538462,0.02405524413006005,-0.0174372790812679,0.0010747697360938,9393.170465031228,9393.170465031228
35,20,90,-0.03290683550513873,1.840024706609018,-0.003344566390265591,0.15407198824689608,-0.021749937131094372,0.11016653428843459,-0.11351110067870018,-0.00029420183557611986,5467.125077846833,0.3724837813478593,-0.4994462061805951,2440,2516,0.9697933227344993,4.68688524590164,4.757071547420965,1068,1372,43.77049180327869,0.024250841529161356,-0.016954913034666865,0.0010810483891726995,9670.931644948612,9670.931644948612
36,25,10,0.8197865495681609,1.840024706609018,0.06177897165646207,0.15663898374172122,0.3945592151223491,0.11016653428843459,-0.048387562631972525,-6.832232485486859e-05,7142.457343384023,0.31484048772693063,0.22061561055730472,2861,2516,1.1371224165341813,4.156938133519748,4.797498991528842,1304,1557,45.57846906675987,0.024327195627510866,-0.01651988333746972,0.002097589913258934,18197.86549568161,18197.86549568161
37,25,20,0.44751115621860893,1.840024706609018,0.037724345291688,0.16506439855177024,0.22880723584881235,0.11016653428843459,-0.07244218899674659,-0.00017905291989848038,5126.836800735691,0.28079127004122073,0.040241980199008154,1806,2516,0.7178060413354531,6.75359911406423,4.904302372336148,783,1023,43.355481727574755,0.03177528676112537,-0.02032764133980831,0.0022618341325234,14475.11156218609,14475.11156218609
38,25,30,1.2394521797829516,1.840024706609018,0.084070112340632,0.15900651218084888,0.5291742400905374,0.11016653428843459,-0.026096421947802595,2.395723377945306e-07,5615.020751063141,0.23310892982660825,0.5408207650245451,2122,2516,0.8434022257551669,5.632422243166824,4.823244552058111,941,1181,44.3449575871819,0.02749215248066213,-0.016423299889269577,0.0030509888383957093,22394.521797829515,22394.521797829515
39,25,40,1.329026692048099,1.840024706609018,0.08833535965913786,0.15782540765750622,0.55990831570439,0.11016653428843459,-0.021831174629296735,2.276052621643282e-05,6486.4811238666225,0.2570719251539181,0.5482944089132893,2359,2516,0.9375993640699523,5.009749894022891,4.790433725172274,1084,1275,45.95167443832132,0.02628281034481573,-0.016902821340335338,0.0029416995357578178,23290.26692048099,23290.26692048099
40,25,50,0.9153146546477449,1.840024706609018,0.06723197607656117,0.1515388650277981,0.4437787547502874,0.11016653428843459,-0.04293455821187342,-3.969801918169818e-05,4615.997656196749,0.2970773319375285,0.2973735236778232,2298,2516,0.9133545310015898,5.105744125326371,4.77728013029316,1040,1258,45.25674499564839,0.02597892826617945,-0.016791296072477604,0.00256511529053516,19153.14654647745,19153.14654647745
41,25,60,0.7685778773622978,1.840024706609018,0.05874888158956648,0.1553612856552779,0.3788567533902496,0.11016653428843459,-0.05141765269886811,-7.260459435254121e-05,6041.615258374335,0.27716543015920536,0.24560087078562098,2178,2516,0.8656597774244833,5.367768595041323,4.779640228945217,969,1209,44.490358126721766,0.0275268158052324,-0.0174432160350746,0.002564112180378791,17685.778773622977,17685.778773622977
42,25,70,0.608577925554012,1.840024706609018,0.048744451551182344,0.15709242966336132,0.3108953540651534,0.11016653428843459,-0.06142208273725225,-0.00011022621258578911,8178.168817327052,0.36761230955799173,0.017097873959341925,2234,2516,0.8879173290937997,5.2045658012533575,4.7808388157894735,1046,1188,46.821844225604295,0.025095348908060977,-0.017929131675602776,0.002215723602155633,16085.779255540121,16085.779255540121
43,25,80,0.4821242858131287,1.840024706609018,0.04018249745010549,0.15508724096593363,0.2595101844295229,0.11016653428843459,-0.0699840368383291,-0.00013922188941989545,4952.8848507558505,0.2731442127204239,0.07444919892506263,2237,2516,0.8891096979332274,5.176128743853375,4.7748453608247425,1028,1209,45.95440321859633,0.024009290152800872,-0.016617852564104058,0.0020521084162170296,14821.242858131287,14821.242858131287
44,25,90,0.23528937087648383,1.840024706609018,0.021381978053461648,0.15363686736196178,0.1394094903501444,0.11016653428843459,-0.08878455623497294,-0.00020674031536173815,5633.948000370967,0.3569412387939591,-0.2302139218714334,2228,2516,0.8855325914149443,5.180879712746858,4.783671777869872,1013,1215,45.46678635547576,0.023848839314024307,-0.01692031759280968,0.001616107876949218,12352.89370876484,12352.89370876484
45,30,10,-0.2678570525727513,1.840024706609018,-0.03073420815522543,0.15630095646837328,-0.19715639675750543,0.11016653428843459,-0.14090074244366002,-0.0004363884927138206,4495.428492853583,0.387444988723438,-0.8018960269828241,2855,2516,1.1347376788553258,4.11523642732049,4.743237787646346,1267,1588,44.37828371278459,0.023467661359295393,-0.01741827522377131,0.0007262017116912193,7321.429474272487,7321.429474272487
46,30,20,0.21056360124119955,1.840024706609018,0.01931636805852399,0.1704093392607838,0.11345590725400392,0.11016653428843459,-0.0908501662299106,-0.00026186717302182315,6651.666559290195,0.36367265740159516,-0.26095612111544675,1873,2516,0.744435612082671,6.452749599572877,4.873387096774193,824,1049,43.99359316604378,0.029556449902206367,-0.020309156300988576,0.0016285156218264973,12105.636012411996,12105.636012411996
47,30,30,1.973707414276817,1.840024706609018,0.1152910251202992,0.1649102198695055,0.6997745902374943,0.11016653428843459,0.005124490831864614,9.105001466684355e-05,5208.761770464294,0.2666345246989804,0.7796983626782428,1004,2516,0.3990461049284579,12.063745019920319,4.883870967741935,387,617,38.54581673306773,0.053038987921325435,-0.02168867060183804,0.007115715701413221,29737.07414276817,29737.07414276817
48,30,40,0.53269311994116,1.840024706609018,0.04368249085416398,0.15742384526875414,0.2780000733950652,0.11016653428843459,-0.06648404343427061,-0.00014985254962806026,4635.868317317487,0.30722025235829387,0.059983242383685464,2240,2516,0.890302066772655,5.270535714285714,4.783630470016208,991,1249,44.24107142857142,0.026141091769726326,-0.01679483248724356,0.0022004804317998132,15326.9311994116,15326.9311994116
49,30,50,-0.2543564559486837,1.840024706609018,-0.02895936922248521,0.15951254110127214,-0.1818445816133797,0.11016653428843459,-0.1391259035109198,-0.00044256403465137,5414.883332640785,0.42938179972771384,-0.8545425599443437,2222,2516,0.8831478537360891,5.274077407740774,4.767697314890155,973,1249,43.789378937893794,0.024748206231378127,-0.018008714920886397,0.000714275304655178,7456.435440513163,7456.435440513163
50,30,60,-0.3567576259277514,1.840024706609018,-0.043216170770123075,0.158588579889344,-0.27304709269032934,0.11016653428843459,-0.15338270505855767,-0.0004973016496388156,4108.176886765618,0.3950707544380959,-0.9438774604748037,2256,2516,0.8966613672496025,5.164893617021277,4.76759410801964,968,1288,42.90780141843972,0.02421047234443696,-0.017576285131312278,0.00035349378558721824,6432.4237407224855,6432.4237407224855
51,30,70,-0.1067750258415372,1.840024706609018,-0.011241940556965813,0.15819709226262138,-0.07123200327657667,0.11016653428843459,-0.1214084748454004,-0.0003657301800692009,3397.909684492006,0.2982401426352066,-0.46708081609248175,2050,2516,0.814785373608903,5.685853658536585,4.790793259350596,911,1139,44.4390243902439,0.02523662716718278,-0.0182672471063734,0.0010654501927532722,8932.249741584628,8932.249741584628
52,30,80,-0.1405477162595824,1.840024706609018,-0.015050275849916472,0.15553107484388715,-0.09698608521136849,0.11016653428843459,-0.12521681013835106,-0.00037331186557316894,3354.66088416622,0.29787731313396937,-0.5051070946109881,2055,2516,0.8167726550079492,5.650608272506083,4.786479802143446,902,1153,43.892944038929436,0.02501292183563743,-0.017879912974242705,0.000947015005568429,8594.522837404176,8594.522837404176
53,30,90,-0.44876599706184095,1.840024706609018,-0.057889829206459575,0.15689500827799713,-0.36981716892762156,0.11016653428843459,-0.16805636349489417,-0.0005405011016860128,6375.245086056015,0.5362943797371356,-1.3641012394416538,2122,2516,0.8434022257551669,5.431668237511781,4.774647887323944,919,1203,43.30819981149859,0.023283602888888942,-0.017797474486619263,-5.999412117829979e-06,5512.34002938159,5512.34002938159
54,35,10,0.12039942109035029,1.840024706609018,0.011447576141411675,0.15627735713520438,0.07338692720140842,0.11016653428843459,-0.09871895814702292,-0.00026139811010771324,6575.889908772369,0.3938889584669568,-0.3870068251408352,2823,2516,1.1220190779014307,4.151965993623804,4.739587545491306,1236,1587,43.783209351753456,0.02443411272459501,-0.01678328615098166,0.0012630138880593497,11203.994210903504,11203.994210903504
55,35,20,-0.045254473855270594,1.840024706609018,-0.004626023354237563,0.15615261055090013,-0.029654735278535814,0.11016653428843459,-0.11479255764267216,-0.00033849844851643445,7748.613451842883,0.46258309158157573,-0.6672915586987767,2037,2516,0.8096184419713831,5.897398134511537,4.841999193873438,876,1161,43.004418262150224,0.02684867191770167,-0.018532599122101947,0.0009833524885352492,9547.455261447294,9547.455261447294
56,35,30,1.233336906475544,1.840024706609018,0.0837733552976323,0.16320739773941306,0.5139549732210081,0.11016653428843459,-0.02639317899080229,-1.614272625482773e-05,8207.884799442156,0.3056244344077097,0.43875453358772987,1268,2516,0.5039745627980922,9.618296529968454,4.915759774284562,553,715,43.61198738170347,0.0390530481633556,-0.021984436003387776,0.004635223889521598,22333.36906475544,22333.36906475544
57,35,40,0.8014442745898007,1.840024706609018,0.060702556058077395,0.1629443022452088,0.3733264016893455,0.11016653428843459,-0.0494639782303572,-0.00011543660388349338,6125.942555481417,0.30850378633685394,0.2196911145099989,1803,2516,0.7166136724960255,6.61120354963949,4.820056611403154,778,1025,43.15030504714365,0.03040093801887619,-0.01769172455929299,0.0030604060484805133,18014.442745898006,18014.442745898006
58,35,50,0.548468783403594,1.840024706609018,0.044753105924911774,0.15895334739728162,0.2821146710126526,0.11016653428843459,-0.06541342836352282,-0.00016258917541444164,6129.6132799241805,0.3229688730836454,0.04722853157242213,1947,2516,0.7738473767885533,6.077041602465331,4.8058489033306255,884,1063,45.40318438623523,0.027099012970132896,-0.018106415375888227,0.0024182886086431916,15484.68783403594,15484.68783403594
59,35,60,0.421602489796602,1.840024706609018,0.03584950664204456,0.15662715574956018,0.22954153999053392,0.11016653428843459,-0.07431702764639003,-0.00018861154916139706,6456.290057044942,0.3391715882035147,-0.06247631237837048,1963,2516,0.7802066772655007,5.951604686704025,4.766625866993064,895,1068,45.59347936831381,0.0268309192542811,-0.018509610603739495,0.0021627145225612886,14216.02489796602,14216.02489796602
60,35,70,0.3422189284544406,1.840024706609018,0.02990722210110519,0.1569293969601427,0.1909231526949343,0.11016653428843459,-0.0802593121873294,-0.00020667888483242886,5301.037992161388,0.31519893540656874,-0.08430273834954427,1946,2516,0.7734499205087441,5.991778006166496,4.774774774774775,887,1059,45.580678314491266,0.026800464057735483,-0.018684863544553093,0.0020476573101385663,13422.189284544405,13422.189284544405
61,35,80,-0.019988422780140014,1.840024706609018,-0.0020195380261250895,0.15355401532859086,-0.01316530041349659,0.11016653428843459,-0.11218607231455968,-0.00030964001777294986,4535.314847078671,0.3281074000823251,-0.41784766668053663,1946,2516,0.7734499205087441,5.94912641315519,4.77008652657602,906,1040,46.557040082219935,0.025158659578973404,-0.019518769654375753,0.0012817189815000594,9800.1157721986,9800.1157721986
62,35,90,0.42709038295631707,1.840024706609018,0.03624918108771413,0.15570620174721983,0.2331342651189761,0.11016653428843459,-0.07391735320072046,-0.0001577689954434458,4586.747788109511,0.32097057701812004,-0.03145314531666621,1870,2516,0.7432432432432432,6.1743315508021395,4.771074380165289,861,1009,46.042780748663105,0.02738318572394918,-0.018998387659185444,0.0023569784813915126,14270.90382956317,14270.90382956317
63,40,10,0.12337741676611169,1.840024706609018,0.011716426821170689,0.16024291731175797,0.07324470342390653,0.11016653428843459,-0.0984501074672639,-0.0002695707464327164,6738.6581537314105,0.3845748148046678,-0.36910219367417696,2736,2516,1.0874403815580287,4.275950292397661,4.73069146785281,1190,1546,43.494152046783626,0.025711750431964994,-0.017281749832174544,0.0014179085429446253,11233.774167661117,11233.774167661117
64,40,20,0.05531262029371131,1.840024706609018,0.0054048996933449,0.16529947485587837,0.032730521708769084,0.11016653428843459,-0.10476163459508969,-0.00031636499582199243,8198.436237741851,0.4407536132751986,-0.5273280939764877,2016,2516,0.8012718600953895,5.939980158730159,4.8403395311236865,831,1185,41.220238095238095,0.029364595915287665,-0.018484763445467498,0.0012388564100818788,10553.126202937114,10553.126202937114
65,40,30,1.566341518843696,1.840024706609018,0.09896012871016802,0.17726617227957345,0.5584180013155468,0.11016653428843459,-0.011206405578266576,1.2700900048429108e-05,12522.610282902267,0.34038379749644687,0.5263842267336027,1403,2516,0.5576311605723371,8.656450463292943,4.909054163298302,602,801,42.90805416963649,0.03871867182508246,-0.021696890498516794,0.004226251710183671,25663.41518843696,25663.41518843696
66,40,40,2.582323171644054,1.840024706609018,0.13627862054912443,0.1760209183856183,0.7753933330784086,0.11016653428843459,0.026112086260689837,0.00012748262781408322,10284.093886967443,0.299014161894233,0.9207439260065069,802,2516,0.31875993640699524,15.12219451371571,4.906148867313916,323,479,40.27431421446384,0.06222772352337478,-0.023250232798673227,0.011175427914570544,35823.23171644054,35823.23171644054
67,40,50,0.8544874796074569,1.840024706609018,0.06378895629552139,0.16514348040075008,0.3871915296546069,0.11016653428843459,-0.0463775779929132,-0.0001003256694446319,5431.599208189533,0.30696911576836194,0.2509276517727361,1876,2516,0.7456279809220986,6.315031982942431,4.811941510966694,863,1013,46.00213219616205,0.02721892096364418,-0.017592882219308454,0.0030215027203973695,18544.874796074568,18544.874796074568
68,40,60,1.277264298541851,1.840024706609018,0.08588899705189701,0.16183713225460916,0.531802565613067,0.11016653428843459,-0.024277537236537583,-6.696557925993157e-06,7750.449532829549,0.258960868865277,0.5232730069550584,1891,2516,0.7515898251192369,6.217345319936541,4.7929066449245825,867,1024,45.84875727128504,0.028353578294060884,-0.017482624220059778,0.00353270501301405,22772.64298541851,22772.64298541851
69,40,70,1.2378863257860337,1.840024706609018,0.08399419536343111,0.16195226339141602,0.519163961438407,0.11016653428843459,-0.02617233892500348,-5.761595195167256e-06,7833.350256007703,0.2677500423650321,0.4938984647018376,1730,2516,0.6875993640699523,6.76878612716763,4.797214256452274,780,950,45.08670520231214,0.02996079664817123,-0.017839320772925684,0.003712177255083327,22378.863257860336,22378.863257860336
70,40,80,0.6778330752512185,1.840024706609018,0.053179989984272646,0.1577198846555364,0.33778911303570097,0.11016653428843459,-0.056986544304161946,-0.00011557844814781473,5713.544443326988,0.2652849086973128,0.20923063890226778,1786,2516,0.7098569157392687,6.513437849944009,4.783305921052632,822,964,46.02463605823068,0.02732252819948898,-0.01839187846216204,0.0026480108300424047,16778.330752512185,16778.330752512185
71,40,90,0.4722130816856447,1.840024706609018,0.039483948207928554,0.15537818290735386,0.2545655618350681,0.11016653428843459,-0.07068258608050604,-0.00015732759626579563,4554.279355814642,0.24981481471817502,0.09933157718952756,1784,2516,0.7090620031796503,6.48542600896861,4.779016935150764,810,974,45.403587443946186,0.026971096819109988,-0.01819125731579748,0.0023140716355898767,14722.130816856446,14722.130816856446
72,45,10,0.43769411169022865,1.840024706609018,0.03701753124561713,0.16011117025522126,0.23140872764681197,0.11016653428843459,-0.07314900304281746,-0.00017900373679335035,9906.227983613151,0.4420089001560654,-0.2203717480361469,2808,2516,1.1160572337042924,4.134615384615385,4.713763702801462,1232,1576,43.87464387464387,0.025260864546874002,-0.016535982830748527,0.0018022351070117828,14376.941116902286,14376.941116902286
73,45,20,-0.09710192950593177,1.840024706609018,-0.010175041682741748,0.16480394398463816,-0.061885461103268195,0.11016653428843459,-0.12034157597117634,-0.00037586477288198736,5836.3658306576635,0.4254990619840425,-0.656399159623323,2185,2516,0.8684419713831478,5.438443935926774,4.810931174089069,922,1263,42.19679633867277,0.027455415993507228,-0.018142875870245222,0.001098142481415997,9028.980704940683,9028.980704940683
74,45,30,0.8897149483714828,1.840024706609018,0.06579511362590607,0.16938643109772505,0.38855881572322115,0.11016653428843459,-0.04437142066252853,-9.308796426939979e-05,6028.357518796674,0.28440906746621575,0.3017793981637933,1581,2516,0.6283783783783784,7.632511068943707,4.8834479967624445,711,870,44.97153700189753,0.03269591355113817,-0.020705658847239992,0.003309849043491745,18897.149483714828,18897.149483714828
75,45,40,1.0271596024654057,1.840024706609018,0.07331364492710102,0.17026893881211144,0.4311235900916306,0.11016653428843459,-0.036852889361333574,-7.671462714697923e-05,6309.884108292275,0.3034844299773011,0.34497047128702363,1048,2516,0.4165341812400636,11.632633587786259,4.9336301092675034,442,606,42.17557251908397,0.04550151209141402,-0.02381819928160057,0.005417785858544896,20271.596024654056,20271.596024654056
76,45,50,0.45696937022658957,1.840024706609018,0.03840125572179298,0.16209749224716455,0.23759242206673026,0.11016653428843459,-0.07176527856664161,-0.0001978615078104222,4032.979875929077,0.31410350326741976,-0.0006700375399351088,1616,2516,0.6422893481717011,7.383663366336633,4.842532467532467,700,916,43.31683168316832,0.029129924419325437,-0.017754910574544397,0.002554114484681399,14569.693702265897,14569.693702265897
77,45,60,0.8460692898880946,1.840024706609018,0.06330447798192496,0.15651407707584913,0.4049472694361746,0.11016653428843459,-0.046862056306509636,-7.64342987533442e-05,4407.163988378965,0.34237181105906067,0.19394310076234866,1850,2516,0.7352941176470589,6.307567567567568,4.768696362893339,815,1035,44.054054054054056,0.030216612400238332,-0.018047429528247796,0.003214837591598797,18460.692898880945,18460.692898880945
78,45,70,1.1687568625469376,1.840024706609018,0.08059402047101383,0.15850957099088836,0.5093169051057956,0.11016653428843459,-0.029572513817420765,-1.61140916219744e-05,4840.149808892882,0.2683482858225178,0.46170345044110483,1780,2516,0.7074721780604134,6.549438202247191,4.775911511675543,779,1001,43.764044943820224,0.030428560389175133,-0.017353436733379465,0.003557897962390215,21687.568625469376,21687.568625469376
79,45,80,0.2224700755789384,1.840024706609018,0.02031573671965048,0.15581025490203415,0.13051235347834617,0.11016653428843459,-0.08985079756878411,-0.0002346893399051264,3928.136397149159,0.32378851914450046,-0.19037594634839472,1883,2516,0.7484101748807631,6.148698884758364,4.772464962901896,827,1056,43.919277748274034,0.026686427924368965,-0.01753831515980836,0.0018848725887920914,12224.700755789385,12224.700755789385
80,45,90,0.6908062266916033,1.840024706609018,0.053992499740996625,0.15865986890953576,0.34069470583748146,0.11016653428843459,-0.05617403454743797,-0.00011019646486648801,4523.475168817738,0.2613554515894292,0.22226700867445182,1847,2516,0.7341017488076311,6.258798050893341,4.776859504132231,806,1041,43.63833243096914,0.028797255828408357,-0.017308217599181074,0.002811442164022545,16908.062266916033,16908.062266916033
81,50,10,0.5928215808492006,1.840024706609018,0.04771135674424287,0.15683195617480744,0.30420294932496383,0.11016653428843459,-0.06245517754419172,-0.00012870065833670276,4579.571088357321,0.259958700950926,0.16445773786187878,2706,2516,1.075516693163752,4.2612712490761275,4.689304595363969,1234,1472,45.602365114560236,0.024772831962215264,-0.016989184178074122,0.0020552829014222206,15928.215808492007,15928.215808492007
