,id,signal,preference,max_positions,date,signal_n1,signal_n2,preference_n,percent_return,spy_percent_return,spy_cagr,cagr,excess_cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,r_squared,pure_profit_score,jensens_alpha,alpha,beta,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_return_per_trade,average_return_per_day,final_equity,A_score,W_score,P_score,V_score,edge_score
10,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,30,55,0.70593731,1.840024707,0.110166534,0.054933104,-0.055233431,0.157776723,0.348691126,0.484051512,0.217399337,0.74391846,0.046487962,-9.76E-05,-9.76E-05,0.746902132,3828.164531,0.25268294,0.242848962,1273,2516,0.505961844,9.141398272,4.76730848,582,691,0.457187745,0.035209025,-0.0238251,0.003164579,0.000212372,17059.3731,4.902381206,1.792584546,3.299024581,5.977302804,23.24181189
11,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,30,60,0.831482007,1.840024707,0.110166534,0.062460233,-0.047706301,0.154837801,0.403831783,0.561935679,0.205634251,0.707618062,0.052534549,-6.22E-05,-6.22E-05,0.729557674,6434.287931,0.303744307,0.243087168,1238,2516,0.492050874,9.381260097,4.757886112,585,653,0.472536349,0.035047956,-0.024513215,0.003631603,0.000240607,18314.82007,4.937814662,1.765862128,3.68563597,5.792855008,25.5052606
12,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,5,2.110209484,1.840024707,0.110166534,0.120313972,0.010147438,0.155670722,0.774226242,1.087010929,0.372848236,0.74492679,0.109174436,0.000140972,0.000140972,0.747400771,4553.770431,0.322688859,0.745065558,2851,2516,1.133147854,4.129077517,4.773722628,1363,1488,0.478077867,0.025640031,-0.0181048,0.002808635,0.000451169,31102.09484,5.140971621,1.893331069,7.357227406,6.088411208,43.55762021
13,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,10,1.701977614,1.840024707,0.110166534,0.104641677,-0.005524857,0.156418399,0.669476672,0.958354995,0.422521572,0.727012778,0.099117897,8.86E-05,8.86E-05,0.738681174,4045.093794,0.247659965,0.709417072,1802,2516,0.716216216,6.635960044,4.849148418,869,933,0.482241953,0.031173564,-0.021741622,0.003776301,0.000395222,27019.77614,5.088643788,1.819202591,6.32692218,5.843884516,38.77935075
14,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,15,2.700605396,1.840024707,0.110166534,0.139980381,0.029813847,0.162386012,0.862447624,1.242729284,0.509922615,0.833613471,0.131114246,0.000189915,0.000189915,0.795986563,4749.464097,0.274512989,0.987584317,1382,2516,0.549284579,8.740955137,4.890688259,670,712,0.484804631,0.03582892,-0.022572936,0.005740554,0.000520277,37006.05396,5.189914713,1.847057599,9.227633412,6.781716773,48.37010439
15,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,20,1.814032201,1.840024707,0.110166534,0.109145019,-0.001021515,0.163119072,0.670311319,0.938658107,0.396886264,0.786026888,0.100577384,9.24E-05,9.24E-05,0.768644858,5341.576424,0.275003268,0.713030271,1180,2516,0.46899841,10.18050847,4.871451744,535,645,0.453389831,0.041295382,-0.02415349,0.005520363,0.000411379,28140.32201,5.092364651,1.849941688,6.763808092,6.356731955,38.06844204
16,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,25,0.377479718,1.840024707,0.110166534,0.032584682,-0.077581852,0.157913989,0.206541971,0.288089113,0.107048969,0.788881755,0.011778452,-0.000192319,-0.000192319,0.770193601,4835.432319,0.304390432,-0.042711204,1174,2516,0.466613672,10.20017036,4.846216107,512,662,0.436115843,0.03777417,-0.02449595,0.002661036,0.000127338,13774.79718,4.807680969,1.799006361,1.995807864,6.412656902,16.87151461
17,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,30,1.876061301,1.840024707,0.110166534,0.111568955,0.001402421,0.158066114,0.706412335,1.006881685,0.40846961,0.778910923,0.095716868,0.000102618,0.000102618,0.764829302,5195.004395,0.273138938,0.737401823,1071,2516,0.425675676,11.10270775,4.818071313,481,590,0.449112979,0.042367989,-0.023749585,0.005944675,0.000420048,28760.61301,5.102617565,1.875725802,6.850467193,6.281378722,39.26406498
18,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,35,2.420056784,1.840024707,0.110166534,0.131017195,0.02085066,0.16156744,0.811565903,1.157726702,0.498897694,0.81448509,0.122813368,0.000163302,0.000163302,0.784578494,4726.143059,0.26261335,0.925014257,1202,2516,0.477742448,9.87437604,4.813057583,562,640,0.467554077,0.039191066,-0.02219844,0.006504474,0.000488929,34200.56784,5.163301836,1.900542182,8.398458756,6.579931803,45.81633883
19,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,40,1.484163953,1.840024707,0.110166534,0.095384959,-0.014781576,0.157601212,0.605904571,0.852601723,0.368790343,0.773150999,0.077805216,4.56E-05,4.56E-05,0.761785641,5623.65279,0.258642778,0.610663477,1237,2516,0.491653418,9.492320129,4.765422078,579,658,0.468067906,0.037225704,-0.023149645,0.005110118,0.000361804,24841.63953,5.045636024,1.841754239,5.919680704,6.210797783,34.5508077
20,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,45,2.047648681,1.840024707,0.110166534,0.118037035,0.007870501,0.161295603,0.732433342,1.039449664,0.46961632,0.765943651,0.107857288,0.00012848,0.00012848,0.75803096,5526.877042,0.251347813,0.824889596,1202,2516,0.477742448,9.755407654,4.793949305,569,633,0.473377704,0.03973677,-0.023591659,0.006386607,0.00044309,30476.48681,5.128480313,1.853675612,7.314290908,6.151522326,42.40031023
21,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,50,1.840263494,1.840024707,0.110166534,0.11017588,9.35E-06,0.15338363,0.719191901,1.011459609,0.576751559,0.721807881,0.102857464,0.000109519,0.000109519,0.736201714,4067.821587,0.191028317,0.831905462,1197,2516,0.475755167,9.77443609,4.773561812,575,622,0.480367586,0.037033067,-0.023848239,0.005397167,0.000415068,28402.63494,5.109518923,1.813677066,6.622536976,5.712935797,41.29426355
22,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,55,1.549946939,1.840024707,0.110166534,0.098255185,-0.01191135,0.151467907,0.649311764,0.916114312,0.474804576,0.700022311,0.092522589,7.09E-05,7.09E-05,0.726067226,5573.592811,0.206938158,0.704218475,1168,2516,0.464228935,9.969178082,4.779967159,557,611,0.476883562,0.036800138,-0.023967413,0.005011633,0.000372196,25499.46939,5.070852613,1.806607127,5.781855184,5.585181063,37.46752315
23,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,35,60,0.836653279,1.840024707,0.110166534,0.062760213,-0.047406322,0.156068914,0.402815577,0.555575786,0.279589473,0.735520098,0.057568347,-6.66E-05,-6.66E-05,0.742785338,3690.717163,0.22447273,0.353732912,1201,2516,0.477344992,9.683597002,4.766393443,555,646,0.462114904,0.036054091,-0.024132109,0.003680831,0.000241728,18366.53279,4.93344582,1.791763983,3.758191363,5.867632728,25.67980759
24,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,5,1.264919728,1.840024707,0.110166534,0.085298191,-0.024868343,0.160285626,0.533273392,0.741099038,0.259939678,0.773927034,0.07749463,8.73E-06,8.73E-06,0.762193469,5379.517457,0.328146098,0.419824949,2821,2516,1.121224165,4.164835165,4.77795852,1340,1481,0.475008862,0.024729101,-0.018060367,0.00226501,0.000325065,22649.19728,5.008728452,1.879755206,5.326598626,6.335359871,31.35803615
25,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,10,1.109622385,1.840024707,0.110166534,0.077607151,-0.032559383,0.161707709,0.480329349,0.680123815,0.253363736,0.793829816,0.066849389,-2.40E-05,-2.40E-05,0.7729025,8065.145805,0.306307258,0.380782815,1812,2516,0.720190779,6.572295806,4.831237323,848,964,0.46799117,0.031667828,-0.022199146,0.003010122,0.000296823,21096.22385,4.976041146,1.807945751,4.896316616,6.469105197,28.12334359
26,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,15,1.414682066,1.840024707,0.110166534,0.092278093,-0.017888441,0.162532722,0.568386191,0.806235596,0.305784034,0.822082677,0.085911433,2.30E-05,2.30E-05,0.789035881,7173.518318,0.30177538,0.522353206,1360,2516,0.540540541,8.833823529,4.873833671,632,728,0.464705882,0.037004929,-0.023966487,0.004367289,0.000350524,24146.82066,5.023046487,1.80905081,5.937119721,6.716259946,31.64348828
27,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,20,0.874832668,1.840024707,0.110166534,0.064951728,-0.045214806,0.172381291,0.377579521,0.52332268,0.247025489,0.88449627,0.054947759,-9.46E-05,-9.46E-05,0.830020201,4992.583226,0.262935328,0.323439772,1185,2516,0.470985692,10.17805907,4.892900609,542,643,0.457383966,0.038992398,-0.025812042,0.00382847,0.000249908,18748.32668,4.905420971,1.767335239,4.357872007,7.342586646,22.30656259
28,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,25,0.52530686,1.840024707,0.110166534,0.04317781,-0.066988724,0.158865401,0.271975733,0.382188388,0.161154977,0.771013742,0.02425979,-0.000147832,-0.000147832,0.760666219,4556.501575,0.267927252,0.110320223,1136,2516,0.451510334,10.53961268,4.855231144,491,645,0.43221831,0.038172597,-0.023849564,0.00295755,0.000167871,15253.0686,4.852167996,1.82679082,2.597646254,6.211774672,19.84704964
29,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,30,0.787856296,1.840024707,0.110166534,0.059898768,-0.050267766,0.160308414,0.37428145,0.518599311,0.179596412,0.825489583,0.044568529,-9.73E-05,-9.73E-05,0.791065572,7369.875911,0.333518735,0.175274052,1091,2516,0.433624801,10.91384051,4.838277123,492,599,0.45096242,0.038155581,-0.024457506,0.003778643,0.000231021,17878.56296,4.902700983,1.804733737,3.822895125,6.792505982,22.40024432
30,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,35,3.12628512,1.840024707,0.110166534,0.152475909,0.042309375,0.166101504,0.91907453,1.306802703,0.522223935,0.861678995,0.142778188,0.000225737,0.000225737,0.81398677,7653.223088,0.291974188,1.072102788,1108,2516,0.440381558,10.69404332,4.810799838,497,611,0.448555957,0.046342895,-0.022449889,0.008407524,0.00056357,41262.8512,5.225736678,1.963554753,9.988963269,7.110718136,51.52909483
31,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,40,1.860024328,1.840024707,0.110166534,0.110946815,0.000780281,0.159870942,0.69544441,0.967304184,0.495660281,0.830803995,0.101427563,8.82E-05,8.82E-05,0.794271427,6376.722402,0.223836405,0.797438168,1145,2516,0.45508744,10.30917031,4.786699108,520,625,0.454148472,0.041707928,-0.02323054,0.006261166,0.000417825,28600.24328,5.088174747,1.888099988,7.128069202,6.66652036,38.36458135
32,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,45,1.800824293,1.840024707,0.110166534,0.108622686,-0.001543848,0.156673651,0.69427759,0.975824748,0.438230852,0.758217065,0.102953228,9.65E-05,9.65E-05,0.75406951,5019.425763,0.24786636,0.745072506,1142,2516,0.453895072,10.28283713,4.785248574,525,617,0.45971979,0.04100219,-0.023468164,0.006170133,0.000409508,28008.24293,5.096543298,1.871848809,6.614778643,6.074549531,39.32104404
33,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,50,1.534637473,1.840024707,0.110166534,0.097593206,-0.012573328,0.154955116,0.631176462,0.871678428,0.371234908,0.759680289,0.090048117,5.65E-05,5.65E-05,0.754814825,4829.841108,0.26288801,0.625035174,1158,2516,0.460254372,10.11917098,4.778955954,547,611,0.472366149,0.037577709,-0.022959521,0.005636217,0.000369801,25346.37473,5.05652695,1.853004641,6.011968115,6.104812622,35.75637652
34,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,55,1.225690645,1.840024707,0.110166534,0.083401273,-0.026765261,0.153571109,0.544251794,0.751088064,0.347534685,0.748465591,0.073712679,7.19E-06,7.19E-06,0.74915921,4407.896944,0.239979711,0.52565712,1163,2516,0.462241653,10.05245056,4.783551555,546,617,0.469475494,0.036092351,-0.023302821,0.004581757,0.000318118,22256.90645,5.007190987,1.822598171,5.078891865,5.980934721,31.52484304
35,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,40,60,1.642798519,1.840024707,0.110166534,0.102195083,-0.007971451,0.156111828,0.655670758,0.91761063,0.420419906,0.772937557,0.097282621,7.03E-05,7.03E-05,0.761673584,7070.908496,0.243078602,0.693342536,1094,2516,0.43481717,10.7202925,4.798690671,506,588,0.462522852,0.039327355,-0.023144117,0.005750366,0.000386417,26427.98519,5.070295746,1.865813512,6.312898956,6.180940941,36.96165972
36,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,5,1.436233197,1.840024707,0.110166534,0.09325026,-0.016916274,0.156878822,0.595065026,0.841283128,0.30256536,0.754730261,0.087903773,4.18E-05,4.18E-05,0.752302582,3905.060157,0.308198732,0.521996525,2673,2516,1.062400636,4.389450056,4.783122707,1265,1408,0.473251029,0.025690618,-0.018454719,0.002437107,0.000354057,24362.33197,5.041825068,1.877559678,5.725478754,6.14309029,34.33138128
37,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,10,1.653606105,1.840024707,0.110166534,0.102645548,-0.007520987,0.159341155,0.644419074,0.927733485,0.347899915,0.76343431,0.095864547,7.40E-05,7.40E-05,0.756737364,4770.455399,0.295043325,0.626300577,1728,2516,0.686804452,6.874421296,4.838696538,841,887,0.486689815,0.031504292,-0.022834203,0.003611789,0.00038804,26536.06105,5.073967157,1.781198019,6.415983777,6.196639816,36.56387269
38,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,15,1.42170472,1.840024707,0.110166534,0.092595738,-0.017570796,0.164133738,0.564197187,0.812283485,0.348192724,0.823262137,0.083333709,2.39E-05,2.39E-05,0.789736311,4214.498746,0.265932433,0.57531752,1378,2516,0.547694754,8.70754717,4.861831442,632,746,0.458635704,0.037872613,-0.024538063,0.004085701,0.000351679,24217.0472,5.023910493,1.798644719,5.934913849,6.673319248,31.75038395
39,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,20,0.578916855,1.840024707,0.110166534,0.046792,-0.063374535,0.175744329,0.266394531,0.374460642,0.155844562,0.896015044,0.037881433,-0.000166491,-0.000166491,0.838718542,5961.052565,0.300247882,0.099709953,1208,2516,0.480127186,9.960264901,4.875202593,523,685,0.43294702,0.040230345,-0.025571036,0.002917476,0.000181606,15789.16855,4.833508536,1.789057103,3.109239617,7.562156558,17.55190712
40,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,25,0.955294866,1.840024707,0.110166534,0.069441785,-0.04072475,0.168845695,0.411561916,0.584967687,0.291818164,0.826431157,0.059075005,-6.19E-05,-6.19E-05,0.791629968,4918.66205,0.237962516,0.398781476,1076,2516,0.427662957,11.16263941,4.882520325,464,612,0.431226766,0.044711922,-0.025942849,0.00452538,0.000266617,19552.94866,4.938062646,1.822388006,4.366700522,6.668569523,25.14640725
41,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,30,0.859672595,1.840024707,0.110166534,0.064086383,-0.046080151,0.162239874,0.395459705,0.553185889,0.219563384,0.833246767,0.052370028,-8.36E-05,-8.36E-05,0.795762034,3952.076203,0.291881012,0.275257311,1042,2516,0.414149444,11.49136276,4.855636659,440,602,0.422264875,0.043361628,-0.024459767,0.004178826,0.00024668,18596.72595,4.916411089,1.860200957,4.023059985,6.805919535,23.5489684
42,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,35,0.921121897,1.840024707,0.110166534,0.067555519,-0.042611015,0.157458731,0.429751391,0.595988426,0.190629316,0.798088478,0.046482356,-6.22E-05,-6.22E-05,0.775260231,4561.17395,0.354381585,0.215362697,1010,2516,0.401430843,11.77029703,4.824675325,456,554,0.451485149,0.040746819,-0.025036818,0.004663517,0.000259606,19211.21897,4.937846053,1.81293543,4.22077976,6.568288999,24.88370338
43,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,40,1.177244564,1.840024707,0.110166534,0.081016702,-0.029149832,0.158769104,0.510910689,0.720096751,0.325944648,0.785464423,0.065252286,-9.52E-06,-9.52E-06,0.76834104,5072.092372,0.248559695,0.492296608,1062,2516,0.422098569,11.11581921,4.787104623,461,601,0.434086629,0.041479209,-0.022967208,0.00500812,0.000309368,21772.44564,4.990479499,1.895614042,4.940200231,6.298115541,29.89636389
44,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,45,0.789640701,1.840024707,0.110166534,0.060004636,-0.050161898,0.153300232,0.392152892,0.543274149,0.234898943,0.729118165,0.046786708,-7.56E-05,-7.56E-05,0.73969092,4302.383598,0.255448728,0.287041312,1041,2516,0.413751987,11.25264169,4.771486762,477,564,0.458213256,0.038531384,-0.0248122,0.00421267,0.000231417,17896.40701,4.924419904,1.796484065,3.562269505,5.863030059,24.88783527
45,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,50,1.774429686,1.840024707,0.110166534,0.107572184,-0.002594351,0.157819064,0.682834489,0.956215682,0.444593666,0.769359072,0.103157558,9.04E-05,9.04E-05,0.759802912,6386.042312,0.241956177,0.743431126,1084,2516,0.430842607,10.8201107,4.789301756,506,578,0.466789668,0.038734674,-0.022969303,0.005833476,0.000405744,27744.29686,5.090398902,1.865804276,6.648760969,6.154857629,38.88711812
46,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,55,0.827133394,1.840024707,0.110166534,0.062207384,-0.04795915,0.151653534,0.411140141,0.565313916,0.252166379,0.722331556,0.049468924,-6.60E-05,-6.60E-05,0.736450225,3264.990734,0.246691826,0.319467414,1097,2516,0.436009539,10.63628077,4.778050778,516,581,0.470373747,0.034452789,-0.023273039,0.003879675,0.000239661,18271.33394,4.934008808,1.803518177,3.709753858,5.797706211,25.8864577
47,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,45,60,0.995495107,1.840024707,0.110166534,0.071623132,-0.038543403,0.150971346,0.475448124,0.654244406,0.286690578,0.709149603,0.061726047,-2.84E-05,-2.84E-05,0.730266893,4881.659316,0.249827296,0.403440367,1093,2516,0.434419714,10.61482159,4.754918033,506,587,0.46294602,0.037492522,-0.024276605,0.004319166,0.000274709,19954.95107,4.971622385,1.803568742,4.197457958,5.710064987,28.58666974
48,MACDSIGNA_ROLLISHARPRATIO_MAXPOS5_210615_0,MACDSIGNA,ROLLISHARPRATIO,5,210615,5,50,5,0.404988299,1.840024707,0.110166534,0.034631,-0.075535534,0.155351111,0.22332097,0.30823885,0.101732483,0.713364069,0.027877692,-0.0001687,-0.0001687,0.732228345,3506.161457,0.340412418,-0.076111541,2597,2516,1.032193959,4.495186754,4.764897959,1219,1378,0.469387755,0.025305938,-0.019604474,0.001475923,0.0001352,14049.88299,4.831300076,1.818512044,2.047993948,5.890417966,18.77505931
