,bollinger_n,sharpe_n,percent_return,spy_percent_return,cagr,volatility,sharpe_ratio,spy_cagr,excess_cagr,jensens_alpha,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_percent_return,final_cash,final_equity
61,35,80,2.2781314509466806,1.840024706609018,0.12622779569591835,0.1752047014768078,0.7215559692488241,0.11016653428843459,0.016061261407483762,0.00010700323177282673,10765.254444613856,0.2619978440221412,0.8834650474708372,990,2516,0.3934817170111288,11.743434343434343,4.774537987679672,444,546,44.84848484848485,0.054997759600933976,-0.031945082587174115,0.0070474648184016345,32781.31450946681,32781.31450946681
62,35,90,1.6487609457220396,1.840024706609018,0.10244380406554465,0.17459708992878037,0.5881291883247701,0.11016653428843459,-0.00772273022288994,2.5331442651339647e-05,10256.969788072856,0.2877908702740618,0.6347082738295402,976,2516,0.38791732909379967,11.859631147540984,4.77319587628866,411,565,42.11065573770492,0.059414687672091036,-0.03169176300937958,0.006673760791936433,26487.609457220395,26487.609457220395
63,40,10,1.1554656309553382,1.840024706609018,0.07992912577865185,0.1742367044997567,0.4595059983186644,0.11016653428843459,-0.030237408509782737,-7.428108010307065e-05,8305.391396608291,0.3128248259380413,0.3928407350806591,1233,2516,0.4900635930047695,9.48661800486618,4.747159090909091,428,805,34.71208434712084,0.05864517736407895,-0.02404730812200267,0.004656977188656636,21554.656309553382,21554.656309553382
64,40,20,1.6235234800944403,1.840024706609018,0.10138756081290379,0.17920414005885715,0.5660145697272833,0.11016653428843459,-0.008778973475530805,5.181534916321243e-06,9466.857988722084,0.3443310241270836,0.5424190266703786,1280,2516,0.5087440381558028,9.046875,4.699675324675325,455,825,35.546875,0.05907762997994389,-0.02538460101818379,0.004639082656931907,26235.234800944403,26235.234800944403
65,40,30,0.7444151330226574,1.840024706609018,0.05729162802713872,0.18263561028499087,0.3143421026305072,0.11016653428843459,-0.05287490626129587,-0.00017646761089484605,6040.683279227069,0.32310542287534294,0.16617959331238197,1311,2516,0.5210651828298887,8.858123569794051,4.713068181818182,439,872,33.48588863463005,0.05832422751329816,-0.024384959925203658,0.003310946471060493,17444.151330226574,17444.151330226574
66,40,40,2.024609398070953,1.840024706609018,0.11718789871708424,0.17778059292560883,0.6599744373855803,0.11016653428843459,0.007021364428649646,4.851043432692776e-05,9258.86446672017,0.2678376542511308,0.7950289527395729,1439,2516,0.571939586645469,8.050034746351633,4.701298701298701,546,893,37.94301598332176,0.051393909741640924,-0.023198546949671817,0.005104080815065332,30246.09398070953,30246.09398070953
67,40,50,2.4700082264815886,1.840024706609018,0.13266036361864542,0.18024201290242275,0.7367376794475258,0.11016653428843459,0.022493829330210824,0.00010923878983323159,6975.816326738059,0.27613520939881453,0.9210063073496588,1213,2516,0.48211446740858505,9.675185490519373,4.762987012987013,489,724,40.31327287716406,0.05541175906884525,-0.027216733567119785,0.0060935161435042,34700.08226481589,34700.08226481589
68,40,60,0.7699168813410386,1.840024706609018,0.05882911183879158,0.18371459600488466,0.3208165919914277,0.11016653428843459,-0.05133742244964301,-0.0001577898061475901,6394.248807912198,0.2948988541488715,0.2215185686205441,1093,2516,0.43441971383147854,10.742909423604758,4.798528810788721,429,664,39.24977127172918,0.055741265014321945,-0.028943859797771095,0.004294857992153803,17699.168813410386,17699.168813410386
69,40,70,2.002159329495193,1.840024706609018,0.11635486074038437,0.17791436926793544,0.6542344249384657,0.11016653428843459,0.006188326451949777,5.6352056023780414e-05,8222.056130916259,0.2455319857969399,0.8175894112097382,1011,2516,0.4018282988871224,11.669634025717112,4.825357873210634,429,582,42.433234421364986,0.05848082594375197,-0.030827643914148807,0.007068828458788315,30021.59329495193,30021.59329495193
70,40,80,1.519503324229464,1.840024706609018,0.09693526294429411,0.17733491544507768,0.5476073475390484,0.11016653428843459,-0.013231271344140483,-4.471865325675784e-06,12170.902514258087,0.3383757635988329,0.5110042856071253,914,2516,0.36327503974562797,12.88402625820569,4.836139630390144,393,521,42.99781181619256,0.05944148831704125,-0.03276121132852402,0.0068839319545253765,25195.03324229464,25195.03324229464
71,40,90,2.8286119860948338,1.840024706609018,0.14386838459406293,0.17617666439568275,0.8177699632538198,0.11016653428843459,0.033701850305628334,0.00016320199179086382,13099.751906794503,0.26038452852620564,1.0408774708048334,887,2516,0.352543720190779,13.112739571589628,4.796288659793815,397,490,44.7576099210823,0.05956255124988677,-0.03244979893136484,0.008732729841980017,38286.11986094834,38286.11986094834
72,45,10,1.2947681693819022,1.840024706609018,0.08672180377780858,0.18124923317306982,0.47944493791878884,0.11016653428843459,-0.02344473051062601,-7.10712518179123e-05,5195.13428095097,0.3717840802445811,0.3657604725498924,1179,2516,0.46860095389507156,10.051738761662426,4.809659090909091,422,757,35.7930449533503,0.05993570990496804,-0.025296001139293808,0.00521102350928847,22947.681693819024,22947.681693819024
73,45,20,1.1534154848416236,1.840024706609018,0.07982623882909223,0.18054716857328434,0.44280356981120744,0.11016653428843459,-0.03034029545934236,-8.486072415580474e-05,7765.422026353328,0.310340896508572,0.39549732286775985,1179,2516,0.46860095389507156,9.83206106870229,4.704545454545454,418,761,35.453774385072094,0.06343310299839466,-0.026473565566763918,0.005401741863461937,21534.154848416234,21534.154848416234
74,45,30,1.4394052880959838,1.840024706609018,0.09339269898314728,0.18508598315622113,0.5056180063046611,0.11016653428843459,-0.01677383530528731,-4.290987330376713e-05,8858.929913105892,0.37542047966390346,0.42107765209260073,1231,2516,0.48926868044515104,9.471161657189278,4.731737012987013,443,788,35.98700243704305,0.06330782916036143,-0.026379031713086,0.005896581095148941,24394.052880959836,24394.052880959836
75,45,40,1.8802634834207756,1.840024706609018,0.11173145905800164,0.17833565673237628,0.6275975951095948,0.11016653428843459,0.0015649247695670443,2.8202478980328502e-05,6937.241335341823,0.2350876949782169,0.789887691576995,1305,2516,0.5186804451510334,8.94176245210728,4.735795454545454,477,828,36.55172413793103,0.05550524593595156,-0.023384032842686833,0.005451358710884443,28802.634834207754,28802.634834207754
76,45,50,1.2550801128155062,1.840024706609018,0.08482519196758775,0.18125419190355818,0.46906986253589467,0.11016653428843459,-0.025341342320846838,-7.032248838357983e-05,5946.070920719774,0.321659157067102,0.42508009989895257,1198,2516,0.47615262321144675,9.871452420701168,4.799512987012987,468,730,39.065108514190314,0.056373970968471535,-0.028141980404421053,0.004874267711199758,22550.801128155064,22550.801128155064
77,45,60,0.4893342579241131,1.840024706609018,0.04068802543955874,0.1872456641291535,0.2177440418446545,0.11016653428843459,-0.06947850884887585,-0.0002297265560464362,6501.688949624442,0.39762824092104976,-0.10855127092727734,1088,2516,0.43243243243243246,10.853860294117647,4.827882256745707,434,654,39.88970588235294,0.05491652124653342,-0.031064858724807513,0.0032328608593487065,14893.34257924113,14893.34257924113
