,id,signal,preference,max_positions,date,signal_n,fast_lookback,slow_lookback,preference_n,percent_return,spy_percent_return,spy_cagr,cagr,excess_cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,r_squared,pure_profit_score,jensens_alpha,alpha,beta,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_return_per_trade,average_return_per_day,final_equity,A_score,W_score,P_score,V_score,edge_score
0,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,30,5,0.2699492564091308,1.840024706609018,0.11016653428843459,0.024215725100038776,-0.08595080918839582,0.11795134010756843,0.2056560469332712,0.2820904696994532,0.12424824643115943,0.35389720118164847,0.014709471302736737,-0.00015316094836221266,-0.00015316094836221266,0.5979776815677826,2287.9925611389535,0.19489792247052484,0.02219073887076206,11720,2516,4.65818759936407,3.625,17.103462157809982,4447,7273,0.3794368600682594,0.02631475816934852,-0.014435542773353485,0.0010266234631819955,9.502065371327823e-05,12699.492564091308,4.846839051637787,2.1013331474292527,0.8879108016861383,3.8056577879275983,25.9487965563854
1,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,30,15,0.3554504351456058,1.840024706609018,0.11016653428843459,0.030919269497842405,-0.07924726479059219,0.11448286466995894,0.27041627602806123,0.3730623138023995,0.1652854896648902,0.2889957998079208,0.020825967992400038,-0.00011907387585924151,-0.00011907387585924151,0.5782690625182054,2666.857731758766,0.18706584322997744,0.0970286628558128,10237,2516,4.0687599364069955,4.175344339161864,17.26989898989899,3880,6357,0.37901729022174463,0.026954351819538515,-0.014488633745374341,0.0012189743421378082,0.0001209279616511313,13554.504351456058,4.880926124140758,2.1085740243875235,1.0327238379356845,3.5581094228055345,28.84483194329288
2,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,30,25,0.18740163665955833,1.840024706609018,0.11016653428843459,0.01734666636985871,-0.09281986791857588,0.11304694107076561,0.15365310403295873,0.21087350890874954,0.077301364638121,0.2571139635031414,0.000515896791212354,-0.00016782340462803984,-0.00016782340462803984,0.5689174451189261,3250.396825187394,0.22440310660834362,-0.08235493983839426,10483,2516,4.166534181240063,4.040828007249833,17.191558441558442,3938,6545,0.3756558237145855,0.026358718537742944,-0.014343985786719818,0.0009462221336974622,6.829718537144722e-05,11874.016366595582,4.83217659537196,2.107584600228184,0.5488223193896198,3.4903514412949646,26.383143372336264
3,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,30,35,0.07287888633659367,1.840024706609018,0.11016653428843459,0.0070680977593735594,-0.10309843652906103,0.11188384694579119,0.06326541202535584,0.08611959953818515,0.029090136364925814,0.23481803779819654,0.0009125189503475413,-0.0002054851960190246,-0.0002054851960190246,0.5624963389930351,3067.115179539227,0.24297231441979816,-0.20800987004530036,10676,2516,4.243243243243243,3.9385537654552265,17.13447432762836,4053,6623,0.3796365680029974,0.025555460224429154,-0.014446734728790638,0.0007395612758365462,2.7970410897411173e-05,10728.788863365937,4.7945148039809755,2.0879443098311494,0.21715126112500913,3.4358680861917676,24.56763733882662
4,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,30,45,0.0006718863867685165,1.840024706609018,0.11016653428843459,6.725119136752333e-05,-0.11009928309706707,0.11069515597850121,0.0006083513291128748,0.0008276967327144402,0.00028989013564068066,0.21331298657358877,2.820470607031153e-06,-0.00023065463386809745,-0.00023065463386809745,0.5563910423923164,2760.534631770499,0.23198854703659633,-0.26327897246073206,10732,2516,4.265500794912559,3.8868803578084234,17.067921440261866,4087,6645,0.38082370480805067,0.024868837358755294,-0.0143256044871788,0.0006005680644735153,2.670619372417017e-07,10006.718863867685,4.769345366131903,2.0834295688012396,0.0019978200165286894,3.352510004538503,23.830342242723248
5,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,30,55,-0.0604684231365481,1.840024706609018,0.11016653428843459,-0.0062256192072671634,-0.11639215349570176,0.11035817536754429,-0.05649578095398829,-0.07653226813509187,-0.02345185336297248,0.20130627515552402,-0.0009954222798553717,-0.00025432275514694836,-0.00025432275514694836,0.5530186116972589,3124.5473851180213,0.26546384675492773,-0.3708899134146417,10764,2516,4.278219395866454,3.8587885544407285,17.057905544147843,4063,6701,0.3774619100706057,0.025055518572784676,-0.014407501839896886,0.0004882852222292002,-2.480073574858407e-05,9395.315768634518,4.745677244853052,2.081726028313008,-0.18015951652494763,3.351256906374868,22.736219763307798
6,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,45,5,0.18830807427448026,1.840024706609018,0.11016653428843459,0.017424397595446672,-0.09274213669298792,0.11684008934114987,0.1493964494023185,0.20442944048371006,0.08886679598808457,0.33318881023554403,0.008087235623806853,-0.0001769281695710919,-0.0001769281695710919,0.5915858515812169,2310.692297700849,0.1960732059900412,-0.04571655707285949,11866,2516,4.716216216216216,3.5599190965784593,17.005636070853463,4515,7351,0.3804989044328333,0.025753252609265306,-0.014347999075016951,0.0009104832572377592,6.860060004065054e-05,11883.080742744802,4.8230718304289075,2.0972494077749317,0.6217789249683753,3.728830306963557,24.918554211865626
7,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,45,15,0.26341353933572775,1.840024706609018,0.11016653428843459,0.023686742394684268,-0.08647979189375032,0.11366518385942172,0.20867195275655612,0.28690506276609223,0.11240868981533196,0.2613701291140512,0.010676286520558787,-0.00014366476903336206,-0.00014366476903336206,0.5701540905612941,2802.490123435291,0.21071985122856152,-0.0028167369948501886,10475,2516,4.16335453100159,4.050692124105012,17.150767987065482,3954,6521,0.37747016706443914,0.026653588870163666,-0.01444746118264933,0.0010669590473098664,9.296907197288763e-05,12634.135393357277,4.856335230966638,2.106172621911724,0.756602276346185,3.4902719761650074,27.65864144657478
8,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,45,25,0.1751978349925294,1.840024706609018,0.11016653428843459,0.016294901483453472,-0.09387163280498112,0.11223694005439352,0.1454045435275856,0.198591481930156,0.07312130179403836,0.23437118499057152,0.00025078653015123766,-0.00016921312144494037,-0.00016921312144494037,0.5623685887516785,3057.2111897510495,0.2228475298395468,-0.09068221494235118,10700,2516,4.252782193958665,3.933084112149533,17.10036570499797,4038,6662,0.37738317757009343,0.025963029468337746,-0.01425395514154122,0.000923258302822451,6.418946466395905e-05,11751.978349925294,4.83078687855506,2.1064845908725873,0.4984238534999456,3.4127015446242535,26.680679900286087
9,KAMASIGNA_ROLLISHARPRATIO_MAXPOS20_210626_0,KAMASIGNA,ROLLISHARPRATIO,20,210626,5,5,45,35,0.04529506789909554,1.840024706609018,0.11016653428843459,0.004445236138938657,-0.10572129814949593,0.11101320830625755,0.040099839522213805,0.05451459453720123,0.018435533877665684,0.21344003929459143,0.0005949844323540042,-0.00021332256070413243,-0.00021332256070413243,0.5564268557185782,3030.366226763241,0.24112326599469847,-0.23161671337971335,10903,2516,4.333465818759937,3.8367421810510867,17.06035889070147,4141,6762,0.37980372374575805,0.025186075930155014,-0.014322270384180148,0.0006831466650413414,1.7613998881179206e-05,10452.950678990956,4.786677439295867,2.089136771657481,0.13185543073334616,3.3637871312021805,24.60080965119963
